,RMS,Variance,FFT Peak
0,0.07683006516795678,0.005902767187056888,186.88780926700002
1,0.08409468064449015,0.0070708664633685496,183.25853622
2,0.1155182998558813,0.013343479722898463,268.830875579
3,0.11763330029730927,0.013828457987017909,272.511310347
4,0.11772371396681737,0.013858613234871413,274.234369088
5,0.1116258244268714,0.012157824672042324,206.794182683
6,0.10667466435369928,0.0110748637524217,199.066837333
7,0.10443368347829812,0.010624273243410011,193.739446262
8,0.10332220818210786,0.010459350171464864,191.035053732
9,0.10794450667956328,0.011338035920010077,200.66615905400002
10,0.1170514708428447,0.013414790150746455,215.45333319099998
11,0.11386467858047558,0.012673022252148104,210.747687666
12,0.10536192619236985,0.010811999814445486,196.784279789
13,0.11488240721643547,0.01291888654420049,211.95099895
14,0.1133937132457279,0.012541438727596024,211.01470872700003
15,0.10572567166322042,0.01083938047231362,197.57481534699997
16,0.11704521936439741,0.01340747683110191,215.063244285
17,0.11402224259192241,0.01267795621624656,211.521347715
18,0.11560492124943873,0.01304005206910714,213.502486794
19,0.09848896039244794,0.009391905739919734,185.417095799
20,0.10217682218867946,0.010142896184362763,190.41505482899998
21,0.1092114988435178,0.011663351005555832,202.214192988
22,0.10678243698485963,0.010797126929906026,207.57665322999998
23,0.10919235084298382,0.011513907311433856,204.451113678
24,0.10798979954150688,0.011154879345288525,205.591154004
25,0.11102561872808729,0.012056391255899203,214.26707325
26,0.11111304005754845,0.012039814661775448,215.49348059300002
27,0.10207649046993279,0.01010974279806863,198.571319774
28,0.10693014962173575,0.011148296993725628,206.425180511
29,0.09722906614346719,0.009144780693873379,190.818991239
30,0.11278954649049709,0.012405639014136093,218.310543978
31,0.09778135560959968,0.009254816168780766,190.781444674
32,0.10800402891823334,0.011360644605315358,209.39562402
33,0.11390885095963993,0.012658429470433868,219.883135605
34,0.1017972525516744,0.009937052073926877,197.858757562
35,0.10921137362707851,0.011611666141708239,211.22166849299998
36,0.11024925326143384,0.011864293435978321,211.327093017
37,0.11029681524893192,0.011847357463646175,213.499623429
38,0.11204406985753493,0.012240477886424576,215.160018987
39,0.11290529061883392,0.012432314231853502,216.805254741
40,0.12282905550876631,0.014763063293600638,236.30197808499997
41,0.09991029711016804,0.009809730914687452,191.43913677
42,0.11431363903362153,0.012747093843338162,219.75445798700002
43,0.09805840575676296,0.009413037152611888,187.164577925
44,0.12141518238876038,0.014452360221995121,228.25374528199998
45,0.1155182998558813,0.013343479722898463,268.830875579
46,0.11763330029730927,0.013828457987017909,272.511310347
47,0.11772371396681737,0.013858613234871413,274.234369088
48,0.1116258244268714,0.012157824672042324,206.794182683
49,0.10667466435369928,0.0110748637524217,199.066837333
50,0.10443368347829812,0.010624273243410011,193.739446262
51,0.10332220818210786,0.010459350171464864,191.035053732
52,0.10794450667956328,0.011338035920010077,200.66615905400002
53,0.1170514708428447,0.013414790150746455,215.45333319099998
54,0.11386467858047558,0.012673022252148104,210.747687666
55,0.07683006516795678,0.005902767187056888,186.88780926700002
56,0.08409468064449015,0.0070708664633685496,183.25853622
57,0.1155182998558813,0.013343479722898463,268.830875579
58,0.11763330029730927,0.013828457987017909,272.511310347
59,0.11772371396681737,0.013858613234871413,274.234369088
60,0.1116258244268714,0.012157824672042324,206.794182683
61,0.10667466435369928,0.0110748637524217,199.066837333
62,0.10443368347829812,0.010624273243410011,193.739446262
63,0.10332220818210786,0.010459350171464864,191.035053732
64,0.1116258244268714,0.012157824672042324,206.794182683
65,0.10667466435369928,0.0110748637524217,199.066837333
66,0.10443368347829812,0.010624273243410011,193.739446262
67,0.10332220818210786,0.010459350171464864,191.035053732
68,0.10794450667956328,0.011338035920010077,200.66615905400002
69,0.1170514708428447,0.013414790150746455,215.45333319099998
70,0.11386467858047558,0.012673022252148104,210.747687666
71,0.10536192619236985,0.010811999814445486,196.784279789
72,0.11488240721643547,0.01291888654420049,211.95099895
73,0.1133937132457279,0.012541438727596024,211.01470872700003
74,0.10572567166322042,0.01083938047231362,197.57481534699997
75,0.11704521936439741,0.01340747683110191,215.063244285
76,0.11402224259192241,0.01267795621624656,211.521347715
77,0.11560492124943873,0.01304005206910714,213.502486794
78,0.08409468064449015,0.0070708664633685496,183.25853622
79,0.1155182998558813,0.013343479722898463,268.830875579
80,0.11763330029730927,0.013828457987017909,272.511310347
81,0.11772371396681737,0.013858613234871413,274.234369088
82,0.1116258244268714,0.012157824672042324,206.794182683
83,0.10667466435369928,0.0110748637524217,199.066837333
84,0.1155182998558813,0.013343479722898463,268.830875579
85,0.11763330029730927,0.013828457987017909,272.511310347
86,0.11772371396681737,0.013858613234871413,274.234369088
87,0.1116258244268714,0.012157824672042324,206.794182683
88,0.10667466435369928,0.0110748637524217,199.066837333
89,0.10443368347829812,0.010624273243410011,193.739446262
90,0.10332220818210786,0.010459350171464864,191.035053732
91,0.10794450667956328,0.011338035920010077,200.66615905400002
92,0.1170514708428447,0.013414790150746455,215.45333319099998
93,0.11402224259192241,0.01267795621624656,211.521347715
94,0.11560492124943873,0.01304005206910714,213.502486794
95,0.09848896039244794,0.009391905739919734,185.417095799
96,0.10217682218867946,0.010142896184362763,190.41505482899998
97,0.1092114988435178,0.011663351005555832,202.214192988
98,0.10678243698485963,0.010797126929906026,207.57665322999998
99,0.10919235084298382,0.011513907311433856,204.451113678
