Samples - Plot 0,Amplitude [V] - Plot 0
296,-0.0761
297,-0.0695772
298,-0.0624148
299,-0.0541013
300,-0.044381
301,-0.034277
302,-0.0226382
303,-0.0107435
304,0.00166269
305,0.0144526
306,0.0262193
307,0.0379861
308,0.0488575
309,0.059601
310,0.0686819
311,0.0776348
312,0.0863319
313,0.093878
314,0.0972034
315,0.0991219
316,0.0996335
317,0.0980987
318,0.0957965
319,0.0911921
320,0.0853087
321,0.0781464
322,0.069705
323,0.0598568
324,0.0491133
325,0.0369629
326,0.024045
327,0.0102319
328,-0.00332538
329,-0.0168827
330,-0.0315911
331,-0.0451484
332,-0.0598568
333,-0.0708561
334,-0.081216
335,-0.0904247
336,-0.0987382
337,-0.105261
338,-0.109354
339,-0.112807
340,-0.113447
341,-0.112423
342,-0.110249
343,-0.106028
344,-0.0995056
345,-0.0908084
346,-0.0809602
347,-0.0711119
348,-0.0584499
349,-0.0442531
350,-0.0300563
351,-0.0154758
352,-0.000127899
353,0.0154758
354,0.0306958
355,0.04566
356,0.0598568
357,0.0731583
358,0.0867156
359,0.0996335
360,0.108075
361,0.114726
362,0.120353
363,0.124702
364,0.126364
365,0.125725
366,0.122655
367,0.118307
368,0.1114
369,0.102959
370,0.0923432
371,0.0807044
372,0.0671471
373,0.0517992
374,0.0360676
375,0.0193128
376,0.00153479
377,-0.0157316
378,-0.0335096
379,-0.0528224
380,-0.0699608
381,-0.0845414
382,-0.0982266
383,-0.110377
384,-0.120993
385,-0.130457
386,-0.137108
387,-0.14184
388,-0.144142
389,-0.144014
390,-0.140945
391,-0.136085
392,-0.128794
393,-0.119586
394,-0.107947
395,-0.0942617
396,-0.0792975
397,-0.0625427
398,-0.0442531
399,-0.0257077
400,-0.00626706
401,0.0141968
402,0.0338933
403,0.0523108
404,0.070984
405,0.0905526
406,0.108075
407,0.121121
408,0.132759
409,0.142863
410,0.150537
411,0.155909
412,0.158339
413,0.158723
414,0.156037
415,0.150921
416,0.143119
417,0.132759
418,0.119458
419,0.10411
420,0.0869714
421,0.0677866
422,0.048218
423,0.0271146
424,0.00588336
425,-0.0166269
426,-0.0384976
427,-0.0635659
428,-0.0832624
429,-0.101936
430,-0.119842
431,-0.135573
432,-0.149514
433,-0.160769
434,-0.169466
435,-0.175222
436,-0.178291
437,-0.178164
438,-0.174838
439,-0.168699
440,-0.159234
441,-0.147724
442,-0.133015
443,-0.115621
444,-0.0961802
445,-0.0755884
446,-0.0535898
447,-0.0305679
448,-0.00677866
449,0.0172664
450,0.0420788
451,0.0656123
452,0.090041
453,0.111912
454,0.131608
455,0.148619
456,0.162048
457,0.173303
458,0.18264
459,0.188523
460,0.191593
461,0.191081
462,0.187628
463,0.179443
464,0.168315
465,0.154758
466,0.137875
467,0.119969
468,0.0995056
469,0.0764837
470,0.0521829
471,0.026603
472,0.000767395
473,-0.0260914
474,-0.0532061
475,-0.0800649
476,-0.103087
477,-0.124574
478,-0.144782
479,-0.162048
480,-0.177908
481,-0.19057
482,-0.199267
483,-0.204383
484,-0.206429
485,-0.204767
486,-0.199523
487,-0.191721
488,-0.180722
489,-0.165885
490,-0.148491
491,-0.12726
492,-0.103726
493,-0.0787859
494,-0.0526945
495,-0.0251961
496,0.00243008
497,0.0300563
498,0.0571709
499,0.0850529
500,0.112807
501,0.135317
502,0.155781
503,0.173687
504,0.189035
505,0.201057
506,0.21001
507,0.21551
508,0.217556
509,0.215382
510,0.209371
511,0.199267
512,0.185837
513,0.169211
514,0.150154
515,0.128155
516,0.103215
517,0.0768674
518,0.0489854
519,0.0202081
520,-0.00882504
521,-0.0384976
522,-0.0711119
523,-0.0973313
524,-0.122783
525,-0.146956
526,-0.167804
527,-0.186733
528,-0.202464
529,-0.214615
530,-0.223312
531,-0.227533
532,-0.228684
533,-0.22587
534,-0.218835
535,-0.208476
536,-0.194023
537,-0.176373
538,-0.155653
539,-0.131608
540,-0.105773
541,-0.0780185
542,-0.0491133
543,-0.0186733
544,0.0111272
545,0.0414393
546,0.0707282
547,0.101808
548,0.128922
549,0.152712
550,0.174327
551,0.193128
552,0.208604
553,0.22101
554,0.22894
555,0.233416
556,0.233544
557,0.230091
558,0.222289
559,0.210394
560,0.194407
561,0.176117
562,0.154502
563,0.130201
564,0.10411
565,0.0753326
566,0.044381
567,0.0129178
568,-0.0186733
569,-0.0512876
570,-0.0835182
571,-0.111144
572,-0.138259
573,-0.162432
574,-0.184814
575,-0.203615
576,-0.219091
577,-0.230602
578,-0.238276
579,-0.241346
580,-0.241218
581,-0.236358
582,-0.226637
583,-0.213975
584,-0.198372
585,-0.177652
586,-0.154118
587,-0.127899
588,-0.0988661
589,-0.0690655
590,-0.0384976
591,-0.00703445
592,0.0248124
593,0.0564035
594,0.0894015
595,0.119074
596,0.145421
597,0.169978
598,0.190826
599,0.208731
600,0.224079
601,0.234951
602,0.241602
603,0.244032
604,0.241218
605,0.235207
606,0.225486
607,0.210906
608,0.193128
609,0.171641
610,0.147212
611,0.120481
612,0.0905526
613,0.0592173
614,0.0274983
615,-0.00511597
616,-0.0372187
617,-0.0727746
618,-0.102831
619,-0.131352
620,-0.157572
621,-0.181361
622,-0.201569
623,-0.218324
624,-0.232393
625,-0.241857
626,-0.247613
627,-0.24902
628,-0.245183
629,-0.237381
630,-0.225486
631,-0.209243
632,-0.189802
633,-0.166269
634,-0.140817
635,-0.112807
636,-0.0831345
637,-0.0517992
638,-0.0198244
639,0.0131736
640,0.04566
641,0.0780185
642,0.111272
643,0.139026
644,0.163967
645,0.186349
646,0.206046
647,0.222545
648,0.234951
649,0.24352
650,0.247485
651,0.246462
652,0.241474
653,0.231881
654,0.219091
655,0.202209
656,0.181489
657,0.1577
658,0.131608
659,0.102703
660,0.0713677
661,0.0395208
662,0.00767395
663,-0.0255798
664,-0.0599847
665,-0.09132
666,-0.119969
667,-0.146956
668,-0.171385
669,-0.193639
670,-0.212185
671,-0.227533
672,-0.238532
673,-0.244415
674,-0.24659
675,-0.244799
676,-0.238276
677,-0.228172
678,-0.213847
679,-0.197093
680,-0.175222
681,-0.150154
682,-0.122655
683,-0.0932385
684,-0.0631822
685,-0.0313353
686,0.00102319
687,0.0338933
688,0.064717
689,0.0975871
690,0.126364
691,0.152712
692,0.176117
693,0.196069
694,0.213208
695,0.225998
696,0.235974
697,0.240834
698,0.241474
699,0.238148
700,0.230346
701,0.218708
702,0.20336
703,0.184814
704,0.162176
705,0.137236
706,0.109098
707,0.0790417
708,0.0478343
709,0.0163711
710,-0.0154758
711,-0.0487296
712,-0.0814718
713,-0.10961
714,-0.136085
715,-0.160258
716,-0.182768
717,-0.201953
718,-0.216789
719,-0.2283
720,-0.235974
721,-0.239427
722,-0.238532
723,-0.233928
724,-0.22523
725,-0.212057
726,-0.195686
727,-0.175094
728,-0.151561
729,-0.125597
730,-0.0975871
731,-0.0674029
732,-0.0364513
733,-0.00486017
734,0.0262193
735,0.0569151
736,0.0885062
737,0.11869
738,0.145038
739,0.168571
740,0.188907
741,0.20579
742,0.219475
743,0.228684
744,0.234311
745,0.235974
746,0.23316
747,0.226509
748,0.215766
749,0.200674
750,0.182384
751,0.160641
752,0.136468
753,0.109354
754,0.0805765
755,0.0506481
756,0.0199523
757,-0.0118946
758,-0.0433578
759,-0.0766116
760,-0.105133
761,-0.132248
762,-0.156293
763,-0.178547
764,-0.197604
765,-0.213208
766,-0.22523
767,-0.232521
768,-0.236358
769,-0.235334
770,-0.230346
771,-0.221649
772,-0.207964
773,-0.191081
774,-0.172024
775,-0.148363
776,-0.122527
777,-0.0943896
778,-0.0653565
779,-0.0350444
780,-0.00434857
781,0.0263472
782,0.0566593
783,0.0881225
784,0.118179
785,0.142991
786,0.165757
787,0.185454
788,0.202081
789,0.214998
790,0.224079
791,0.229579
792,0.23073
793,0.227788
794,0.221266
795,0.209883
796,0.195046
797,0.176629
798,0.155142
799,0.130457
800,0.104238
801,0.0759721
802,0.0459158
803,0.0149642
804,-0.0156037
805,-0.0479622
806,-0.0796812
807,-0.107435
808,-0.133399
809,-0.156037
810,-0.175733
811,-0.193384
812,-0.208604
813,-0.218196
814,-0.224847
815,-0.227661
816,-0.226509
817,-0.221138
818,-0.212057
819,-0.199778
820,-0.183152
821,-0.163199
822,-0.140177
823,-0.114086
824,-0.0869714
825,-0.058322
826,-0.0287773
827,0.00153479
828,0.0318469
829,0.0611358
830,0.0905526
831,0.11869
832,0.143119
833,0.164095
834,0.182256
835,0.197476
836,0.209755
837,0.21794
838,0.221649
839,0.222161
840,0.218708
841,0.210906
842,0.199139
843,0.183535
844,0.16499
845,0.143503
846,0.120097
847,0.0945175
848,0.0671471
849,0.0376024
850,0.00767395
851,-0.0221266
852,-0.0535898
853,-0.0833903
854,-0.108714
855,-0.133015
856,-0.15527
857,-0.17471
858,-0.191209
859,-0.203871
860,-0.213336
861,-0.218708
862,-0.22037
863,-0.217429
864,-0.211673
865,-0.201825
866,-0.188395
867,-0.171641
868,-0.1522
869,-0.12969
870,-0.104749
871,-0.0778906
872,-0.0496249
873,-0.0212313
874,0.00831345
875,0.0369629
876,0.0652286
877,0.0947733
878,0.120481
879,0.143247
880,0.162688
881,0.180466
882,0.194535
883,0.205662
884,0.211545
885,0.214615
886,0.214487
887,0.210394
888,0.202848
889,0.191081
890,0.176117
891,0.1577
892,0.135829
893,0.111656
894,0.0859482
895,0.0588336
896,0.0305679
897,0.000127899
898,-0.0457879
899,-0.0873551
900,-0.11204
901,-0.130201
902,-0.14427
903,-0.154502
904,-0.161025
905,-0.164862
906,-0.166141
907,-0.165629
908,-0.163711
909,-0.159107
910,-0.153607
911,-0.146572
912,-0.13698
913,-0.125469
914,-0.112935
915,-0.0984824
916,-0.0823671
917,-0.0653565
918,-0.0477064
919,-0.0287773
920,-0.0103598
921,0.00818555
922,0.0269867
923,0.0452763
924,0.0625427
925,0.0784022
926,0.0991219
927,0.111016
928,0.119842
929,0.127132
930,0.132504
931,0.135701
932,0.137236
933,0.136085
934,0.132631
935,0.126364
936,0.118179
937,0.10718
938,0.0947733
939,0.0803207
940,0.0642054
941,0.0480901
942,0.0309516
943,0.0125341
944,-0.00575546
945,-0.0241729
946,-0.043102
947,-0.0689377
948,-0.0809602
949,-0.0937501
950,-0.104877
951,-0.114853
952,-0.123678
953,-0.130969
954,-0.136596
955,-0.139026
956,-0.138515
957,-0.135189
958,-0.130329
959,-0.123039
960,-0.113063
961,-0.101424
962,-0.0878667
963,-0.0727746
964,-0.0558919
965,-0.0386255
966,-0.0213592
967,-0.00268588
968,0.0157316
969,0.034277
970,0.0521829
971,0.0684261
972,0.0846692
973,0.105005
974,0.113574
975,0.120993
976,0.127899
977,0.132631
978,0.135573
979,0.135829
980,0.134422
981,0.12969
982,0.122527
983,0.11383
984,0.102447
985,0.0890178
986,0.0743094
987,0.0593452
988,0.0424625
989,0.0248124
990,0.00729025
991,-0.011383
992,-0.0294168
993,-0.0505202
994,-0.0716235
995,-0.083774
996,-0.0956686
997,-0.106412
998,-0.116772
999,-0.124957
1000,-0.131225
1001,-0.134934
1002,-0.136468
1003,-0.135317
1004,-0.132248
1005,-0.126109
1006,-0.117923
1007,-0.108331
1008,-0.0966918
1009,-0.0821113
1010,-0.0671471
1011,-0.050776
1012,-0.0328701
1013,-0.0147084
1014,0.00358118
1015,0.0223824
1016,0.0395208
1017,0.0556361
1018,0.0712398
1019,0.0878667
1020,0.106668
1021,0.114981
1022,0.122016
1023,0.128027
1024,0.13212
1025,0.134038
1026,0.133143
1027,0.130457
1028,0.125725
1029,0.118563
1030,0.108714
1031,0.0979708
1032,0.084925
1033,0.0708561
1034,0.0546129
1035,0.0369629
1036,0.0185454
1037,0.000639496
1038,-0.0159874
1039,-0.0335096
1040,-0.0562756
1041,-0.0750768
1042,-0.087483
1043,-0.0988661
1044,-0.109226
1045,-0.118051
1046,-0.125981
1047,-0.131992
1048,-0.135317
1049,-0.135573
1050,-0.133655
1051,-0.129946
1052,-0.124062
1053,-0.115877
1054,-0.105133
1055,-0.0929827
1056,-0.0787859
1057,-0.0631822
1058,-0.0466832
1059,-0.0294168
1060,-0.0116388
1061,0.00626706
1062,0.0249403
1063,0.0423346
1064,0.0578104
1065,0.0731583
1066,0.0914479
1067,0.106668
1068,0.115749
1069,0.123167
1070,0.128155
1071,0.131352
1072,0.132887
1073,0.132759
1074,0.130201
1075,0.125341
1076,0.117667
1077,0.107947
1078,0.0969476
1079,0.0833903
1080,0.0690655
1081,0.0535898
1082,0.0360676
1083,0.0184175
1084,0.000383698
1085,-0.0179059
1086,-0.035556
1087,-0.0579383
1088,-0.0759721
1089,-0.0882504
1090,-0.0992498
1091,-0.109354
1092,-0.118051
1093,-0.125853
1094,-0.13148
1095,-0.134678
1096,-0.135701
1097,-0.133143
1098,-0.128667
1099,-0.122016
1100,-0.11383
1101,-0.103087
1102,-0.09132
1103,-0.0775069
1104,-0.0616474
1105,-0.0455321
1106,-0.0282657
1107,-0.0102319
1108,0.00792975
1109,0.0262193
1110,0.0439973
1111,0.0603684
1112,0.0757163
1113,0.095157
1114,0.108331
1115,0.11626
1116,0.122655
1117,0.127771
1118,0.131352
1119,0.133015
1120,0.132248
1121,0.128027
1122,0.122783
1123,0.114726
1124,0.105133
1125,0.0927269
1126,0.0791696
1127,0.0645891
1128,0.048218
1129,0.0313353
1130,0.0145805
1131,-0.00306958
1132,-0.0211034
1133,-0.0393929
1134,-0.0645891
1135,-0.0785301
1136,-0.0910642
1137,-0.102064
1138,-0.1114
1139,-0.119969
1140,-0.12726
1141,-0.131864
1142,-0.133655
1143,-0.133527
1144,-0.13212
1145,-0.127004
1146,-0.11933
1147,-0.110505
1148,-0.0995056
1149,-0.0867156
1150,-0.0723909
1151,-0.0567872
1152,-0.0406719
1153,-0.0227661
1154,-0.00498807
1155,0.0125341
1156,0.03044
1157,0.0479622
1158,0.063438
1159,0.078658
1160,0.0992498
1161,0.110377
1162,0.117667
1163,0.124062
1164,0.128922
1165,0.131352
1166,0.131225
1167,0.129178
1168,0.125469
1169,0.119586
1170,0.111528
1171,0.101168
1172,0.0885062
1173,0.0753326
1174,0.0598568
1175,0.0433578
1176,0.0267309
1177,0.00997614
1178,-0.00780185
1179,-0.0258356
1180,-0.0434857
1181,-0.0684261
1182,-0.0803207
1183,-0.09132
1184,-0.102319
1185,-0.111656
1186,-0.119202
1187,-0.125085
1188,-0.12905
1189,-0.131225
1190,-0.130585
1191,-0.127771
1192,-0.122144
1193,-0.11447
1194,-0.105261
1195,-0.0943896
1196,-0.0823671
1197,-0.0676587
1198,-0.0523108
1199,-0.0358118
1200,-0.0186733
1201,-0.00102319
1202,0.0161153
1203,0.0328701
1204,0.0483459
1205,0.0639496
1206,0.0780185
1207,0.0970755
1208,0.108331
1209,0.115237
1210,0.120353
1211,0.124318
1212,0.125981
1213,0.12662
1214,0.125213
1215,0.120865
1216,0.114598
1217,0.106412
1218,0.0955407
1219,0.0836461
1220,0.0700887
1221,0.0556361
1222,0.0400324
1223,0.0235334
1224,0.00665076
1225,-0.0104877
1226,-0.0276262
1227,-0.0446368
1228,-0.0679145
1229,-0.0781464
1230,-0.0888899
1231,-0.0992498
1232,-0.108203
1233,-0.115749
1234,-0.121632
1235,-0.125597
1236,-0.127132
1237,-0.126236
1238,-0.123295
1239,-0.117795
1240,-0.110761
1241,-0.101552
1242,-0.0902968
1243,-0.0775069
1244,-0.0635659
1245,-0.0483459
1246,-0.0321027
1247,-0.01522
1248,0.00204639
1249,0.0194407
1250,0.035556
1251,0.0510318
1252,0.0652286
1253,0.0781464
1254,0.0969476
1255,0.107819
1256,0.113319
1257,0.118051
1258,0.121121
1259,0.122655
1260,0.122783
1261,0.120353
1262,0.116005
1263,0.109865
1264,0.101168
1265,0.0914479
1266,0.0795533
1267,0.0658681
1268,0.0515434
1269,0.0363234
1270,0.0199523
1271,0.00396487
1272,-0.0130457
1273,-0.0300563
1274,-0.0486017
1275,-0.069705
1276,-0.0803207
1277,-0.0901689
1278,-0.0996335
1279,-0.107947
1280,-0.114342
1281,-0.119842
1282,-0.122911
1283,-0.124062
1284,-0.122144
1285,-0.118435
1286,-0.112807
1287,-0.105005
1288,-0.0960523
1289,-0.0847972
1290,-0.0723909
1291,-0.0579383
1292,-0.0434857
1293,-0.0277541
1294,-0.0106156
1295,0.00626706
1296,0.0223824
1297,0.0378582
1298,0.0535898
1299,0.0677866
1300,0.0805765
1301,0.0993777
1302,0.107307
1303,0.112807
1304,0.116644
1305,0.119842
1306,0.120737
1307,0.120097
1308,0.1169
1309,0.1114
1310,0.105261
1311,0.0959244
1312,0.0853087
1313,0.0730304
1314,0.059601
1315,0.0454042
1316,0.0300563
1317,0.0148363
1318,-0.00153479
1319,-0.0179059
1320,-0.0340212
1321,-0.053334
1322,-0.0704724
1323,-0.0805765
1324,-0.0902968
1325,-0.0995056
1326,-0.107052
1327,-0.113063
1328,-0.117411
1329,-0.119586
1330,-0.119969
1331,-0.117667
1332,-0.113319
1333,-0.106796
1334,-0.0995056
1335,-0.0895294
1336,-0.0789138
1337,-0.0665076
1338,-0.0523108
1339,-0.0372187
1340,-0.0208476
1341,-0.00434857
1342,0.0112551
1343,0.026603
1344,0.0415672
1345,0.0555082
1346,0.0689377
1347,0.0805765
1348,0.0974592
1349,0.105005
1350,0.109993
1351,0.113319
1352,0.115237
1353,0.115237
1354,0.11383
1355,0.110761
1356,0.105645
1357,0.0980987
1358,0.0891457
1359,0.0782743
1360,0.0667634
1361,0.0539735
1362,0.039265
1363,0.0245566
1364,0.00920874
1365,-0.00665076
1366,-0.0221266
1367,-0.0372187
1368,-0.0578104
1369,-0.0708561
1370,-0.0803207
1371,-0.0891457
1372,-0.0966918
1373,-0.103854
1374,-0.109354
1375,-0.112935
1376,-0.114726
1377,-0.11447
1378,-0.1114
1379,-0.106668
1380,-0.100145
1381,-0.0922153
1382,-0.0823671
1383,-0.0711119
1384,-0.0587057
1385,-0.0452763
1386,-0.0308237
1387,-0.016499
1388,-0.00153479
1389,0.0134294
1390,0.0283936
1391,0.0424625
1392,0.0555082
1393,0.0682982
1394,0.0792975
1395,0.0957965
1396,0.103215
1397,0.106924
1398,0.109354
1399,0.110249
1400,0.109993
1401,0.108331
1402,0.104877
1403,0.0996335
1404,0.0924711
1405,0.0833903
1406,0.0730304
1407,0.0606242
1408,0.0477064
1409,0.0340212
1410,0.0195686
1411,0.00511597
1412,-0.00959244
1413,-0.0248124
1414,-0.0393929
1415,-0.0603684
1416,-0.0711119
1417,-0.0792975
1418,-0.0873551
1419,-0.0950291
1420,-0.10168
1421,-0.106796
1422,-0.10961
1423,-0.110249
1424,-0.10961
1425,-0.106284
1426,-0.10168
1427,-0.095157
1428,-0.0872272
1429,-0.0775069
1430,-0.0667634
1431,-0.0542292
1432,-0.0406719
1433,-0.0264751
1434,-0.0116388
1435,0.00268588
1436,0.0166269
1437,0.0308237
1438,0.0446368
1439,0.0575546
1440,0.069705
1441,0.0807044
1442,0.0954128
1443,0.102191
1444,0.105645
1445,0.107435
1446,0.107819
1447,0.106924
1448,0.104749
1449,0.100785
1450,0.0952849
1451,0.0878667
1452,0.078658
1453,0.0675308
1454,0.0555082
1455,0.0424625
1456,0.0287773
1457,0.0144526
1458,0.000639496
1459,-0.0138131
1460,-0.0280099
1461,-0.0425904
1462,-0.0644612
1463,-0.0730304
1464,-0.0809602
1465,-0.0885062
1466,-0.0952849
1467,-0.100657
1468,-0.10411
1469,-0.106668
1470,-0.107563
1471,-0.106412
1472,-0.10347
1473,-0.0974592
1474,-0.0909363
1475,-0.0827508
1476,-0.072263
1477,-0.0610079
1478,-0.0484738
1479,-0.0353002
1480,-0.0213592
1481,-0.00754605
1482,0.00677866
1483,0.0211034
1484,0.0349165
1485,0.0480901
1486,0.0599847
1487,0.0714956
1488,0.0809602
1489,0.0965639
1490,0.101168
1491,0.103598
1492,0.105133
1493,0.105517
1494,0.103726
1495,0.100273
1496,0.0950291
1497,0.0891457
1498,0.0810881
1499,0.0720072
1500,0.0616474
1501,0.0496249
1502,0.0367071
1503,0.0230219
1504,0.00908084
1505,-0.00498807
1506,-0.0185454
1507,-0.0321027
1508,-0.0473227
1509,-0.0656123
1510,-0.0740536
1511,-0.0808323
1512,-0.0872272
1513,-0.0933664
1514,-0.097715
1515,-0.100657
1516,-0.102831
1517,-0.102575
1518,-0.0997614
1519,-0.0963081
1520,-0.0909363
1521,-0.0833903
1522,-0.0745652
1523,-0.0645891
1524,-0.0541013
1525,-0.0416951
1526,-0.0290331
1527,-0.0159874
1528,-0.00217429
1529,0.0116388
1530,0.0260914
1531,0.0383698
1532,0.0506481
1533,0.0615195
1534,0.0721351
1535,0.0804486
1536,0.0941338
1537,0.0988661
1538,0.0993777
1539,0.0996335
1540,0.0993777
1541,0.0974592
1542,0.0933664
1543,0.0885062
1544,0.0826229
1545,0.074821
1546,0.0653565
1547,0.054485
1548,0.0424625
1549,0.0303121
1550,0.0176501
1551,0.00473227
1552,-0.00844134
1553,-0.0217429
1554,-0.0345328
1555,-0.0511597
1556,-0.0661239
1557,-0.0727746
1558,-0.0792975
1559,-0.0856924
1560,-0.09132
1561,-0.095157
1562,-0.0983545
1563,-0.100017
1564,-0.0991219
1565,-0.0966918
1566,-0.0923432
1567,-0.086204
1568,-0.0787859
1569,-0.0693213
1570,-0.0593452
1571,-0.0489854
1572,-0.0370908
1573,-0.024045
1574,-0.0104877
1575,0.00268588
1576,0.0158595
1577,0.0285215
1578,0.0401603
1579,0.0514155
1580,0.0616474
1581,0.0711119
1582,0.079937
1583,0.0919595
1584,0.0973313
1585,0.0978429
1586,0.0973313
1587,0.0959244
1588,0.0932385
1589,0.0895294
1590,0.083774
1591,0.077379
1592,0.069705
1593,0.0604963
1594,0.0501365
1595,0.0382419
1596,0.0262193
1597,0.0143247
1598,0.00204639
1599,-0.0104877
1600,-0.0235334
1601,-0.0363234
1602,-0.0525666
1603,-0.0654844
1604,-0.0726467
1605,-0.0790417
1606,-0.0842855
1607,-0.088762
1608,-0.092599
1609,-0.0950291
1610,-0.096436
1611,-0.0946454
1612,-0.0919595
1613,-0.0876109
1614,-0.0814718
1615,-0.0739257
1616,-0.0656123
1617,-0.0560198
1618,-0.0445089
1619,-0.0328701
1620,-0.0204639
1621,-0.00780185
1622,0.00511597
1623,0.0179059
1624,0.0299284
1625,0.0407998
1626,0.0519271
1627,0.0613916
1628,0.0702166
1629,0.0780185
1630,0.0872272
1631,0.0966918
1632,0.096436
1633,0.0950291
1634,0.092599
1635,0.0904247
1636,0.0859482
1637,0.0798091
1638,0.0725188
1639,0.0639496
1640,0.0547408
1641,0.044381
1642,0.032998
1643,0.0209755
1644,0.00908084
1645,-0.00332538
1646,-0.0154758
1647,-0.0269867
