1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0.372315,0.340398,0.367838,0.352819,0.357007,0.323935,0.384158,0.373615,0.363795,0.341987,0.356429,0.388057,0.336644,0.382569,0.341987,0.371593,0.35253,0.355129,0.346175,0.347908,0.447992,0.477887,0.479331,0.408132,0.497528,0.413908,0.442359,0.453624,0.505904,0.425751,0.455646,0.500994,0.477309,0.494639,0.462867,0.444814,0.488863,0.450302,0.403221,0.437593,0.164639,0.132867,0.108171,0.106293,0.096906,0.145142,0.138643,0.0898294,0.0765427,0.0577681,0.10716,0.104271,0.155685,0.209554,0.109326,0.140376,0.149186,0.173738,0.106004,0.121602,0.0736543,0.155974,0.207243,0.143843,0.0892517,0.0925734,0.0818863,0.0879519,0.0745208,0.213598,0.213598,0.0716324,0.182836,0.182836,0.148753,0.0654224,0.193234,0.161317,0.10225,0.078709,0.0898294,0.0928622,0.0821751,0.10326,0.0943064,0.0934399,0.0857856,0.0592123,0.0885296,0.0899738,0.084197,0.0983502,0.086941,0.0909847,0.0898294,0.0870854,0.0912736,0.0876631,0.0833305,0.105138,0.0827528,0.078709,0.105138,0.0984946,0.0683108,0.0815974,0.088674,0.0943064,0.0746653,0.0961839,0.0779869,0.0857856,0.0818863,0.0912736,0.0766871,0.0807309,0.104127,0.0844858,0.0989279,0.0925734
0.325668,0.289996,0.321624,0.306749,0.305449,0.276709,0.336499,0.325379,0.317147,0.299816,0.311659,0.341554,0.288696,0.335344,0.292451,0.321913,0.303571,0.314258,0.299528,0.301116,0.396867,0.423151,0.425029,0.35383,0.439471,0.356285,0.381992,0.398022,0.447558,0.366539,0.3973,0.444092,0.418819,0.434994,0.398022,0.38748,0.425462,0.389068,0.345598,0.378814,0.138066,0.120302,0.0947397,0.0911292,0.0865077,0.124779,0.122324,0.0766871,0.0660001,0.0229628,0.089685,0.0879519,0.133155,0.18558,0.0904071,0.122468,0.127234,0.149042,0.0888184,0.0993611,0.0605121,0.131278,0.182114,0.126079,0.0745208,0.0768316,0.0703327,0.075965,0.0636893,0.189479,0.189479,0.0609453,0.155829,0.155829,0.127379,0.0547353,0.164928,0.137488,0.0895405,0.0675887,0.0762539,0.0804421,0.067011,0.0909847,0.0805865,0.0792867,0.071488,0.0514136,0.0726434,0.0762539,0.0707659,0.0834749,0.0735099,0.0774092,0.0768316,0.0749541,0.0775537,0.0740876,0.068744,0.0895405,0.0710548,0.0657112,0.0898294,0.082464,0.0574793,0.0674442,0.0722101,0.0794311,0.0631116,0.0794311,0.0623895,0.0710548,0.0674442,0.0756762,0.0632561,0.0671554,0.0891073,0.0704771,0.0821751,0.0784202
0.273676,0.235261,0.269488,0.254902,0.249558,0.223274,0.283497,0.271654,0.265156,0.252013,0.260534,0.288552,0.235983,0.283641,0.237716,0.265878,0.249269,0.268333,0.246959,0.248692,0.338088,0.36004,0.364517,0.293462,0.37246,0.293606,0.313825,0.334622,0.381125,0.300394,0.332022,0.379248,0.353541,0.367694,0.325956,0.323501,0.354118,0.320757,0.281908,0.312237,0.10846,0.10456,0.0798644,0.0743764,0.0739432,0.103405,0.103694,0.0618119,0.0540132,0.00187746,0.0713436,0.0693217,0.108026,0.157129,0.0683108,0.102105,0.103116,0.121313,0.0700438,0.0750985,0.0460701,0.103549,0.153374,0.105716,0.0589235,0.0596456,0.0567572,0.0628228,0.0514136,0.161751,0.161751,0.0492473,0.125934,0.125934,0.10326,0.0424596,0.133011,0.111492,0.0740876,0.0545909,0.0610898,0.0664333,0.0509803,0.0763983,0.0658556,0.0632561,0.0557462,0.0418819,0.0561795,0.0608009,0.0560351,0.0664333,0.058779,0.0638337,0.062534,0.0610898,0.0631116,0.0586346,0.0534355,0.0720657,0.0574793,0.0502582,0.0719213,0.0641226,0.045348,0.0519913,0.0537243,0.0622451,0.0493917,0.0616674,0.0460701,0.0544464,0.0522801,0.0569016,0.0478031,0.0518469,0.0736543,0.0544464,0.0635449,0.0622451
0.217352,0.175326,0.212153,0.198,0.188035,0.165506,0.224718,0.211864,0.207532,0.198433,0.20421,0.23035,0.179226,0.225729,0.178215,0.205221,0.191068,0.217352,0.190346,0.192368,0.273388,0.290718,0.297217,0.227895,0.299961,0.224573,0.241182,0.264722,0.308048,0.229051,0.261112,0.307037,0.282053,0.294617,0.248114,0.253458,0.275987,0.246959,0.21302,0.240315,0.0772648,0.0875187,0.0628228,0.0564683,0.0603677,0.0791423,0.0837637,0.0450591,0.0411598,-0.00736543,0.0512692,0.0499694,0.0808753,0.125646,0.0460701,0.07972,0.0766871,0.0902627,0.0496806,0.0495361,0.0301838,0.0737987,0.121891,0.0831861,0.0423151,0.0408709,0.0428928,0.0476587,0.0382714,0.129834,0.129834,0.0363939,0.094162,0.094162,0.0765427,0.0293173,0.0984946,0.0837637,0.057046,0.0405821,0.044337,0.0512692,0.0342276,0.0602232,0.049825,0.0447703,0.0389935,0.0317725,0.0376937,0.0450591,0.0401488,0.0472254,0.042604,0.0476587,0.0462145,0.0454924,0.0472254,0.041593,0.0368272,0.0532911,0.0434705,0.0336499,0.0519913,0.0444814,0.031628,0.035383,0.0336499,0.0428928,0.0336499,0.0420263,0.0290285,0.0361051,0.0350941,0.0381269,0.031628,0.034372,0.0566127,0.0369716,0.0431817,0.0441926
0.155829,0.111492,0.150919,0.137488,0.122902,0.105716,0.16204,0.148608,0.146587,0.141821,0.144709,0.167383,0.118569,0.163339,0.114814,0.14081,0.129545,0.161751,0.130267,0.132,0.204932,0.216053,0.223563,0.157851,0.221974,0.150775,0.162184,0.189768,0.228617,0.152508,0.184713,0.229628,0.205221,0.215619,0.164928,0.17807,0.19309,0.168538,0.139799,0.163628,0.0433261,0.0680219,0.0450591,0.0363939,0.0450591,0.0524245,0.0622451,0.0280175,0.0268622,0.0160306,0.029895,0.0293173,0.0517024,0.0909847,0.022674,0.0558906,0.048814,0.0579125,0.0285952,0.0229628,0.0135755,0.042604,0.0876631,0.058779,0.0245514,0.0219519,0.0281619,0.0314836,0.0229628,0.095895,0.095895,0.0223851,0.0610898,0.0610898,0.0485252,0.0151641,0.0622451,0.0540132,0.0394267,0.0265733,0.0278731,0.0337943,0.0155974,0.0431817,0.0324946,0.0261401,0.0206521,0.0209409,0.0186302,0.0280175,0.0231072,0.0262845,0.0257068,0.0311948,0.0283064,0.0284508,0.0309059,0.0231072,0.0194967,0.0332167,0.0290285,0.0160306,0.0311948,0.0239738,0.0161751,0.0179081,0.0124201,0.0236849,0.0181969,0.0203633,0.0101094,0.0170416,0.0174748,0.0179081,0.0151641,0.0173304,0.0374048,0.0189191,0.0219519,0.0257068
0.0919957,0.0456368,0.086941,0.0739432,0.0556018,0.0447703,0.0963283,0.0827528,0.082464,0.0821751,0.0830416,0.101816,0.055313,0.0983502,0.0495361,0.0732211,0.0639782,0.102683,0.0678775,0.068744,0.130411,0.137777,0.146009,0.0849191,0.137921,0.0736543,0.0805865,0.111926,0.145142,0.0729322,0.104271,0.148175,0.12449,0.132578,0.0789979,0.100083,0.106149,0.0870854,0.0641226,0.0831861,0.00852079,0.0469366,0.0258512,0.0158862,0.0287396,0.0257068,0.0394267,0.0105427,0.0118425,0.0268622,0.00794311,0.00736543,0.021663,0.0544464,-0.00173304,0.0309059,0.0202188,0.024407,0.00693217,-0.00462145,-0.00375493,0.0105427,0.051558,0.0322057,0.00606565,0.00245514,0.0129978,0.0142976,0.00750985,0.05979,0.05979,0.00693217,0.0257068,0.0257068,0.0196412,0.00014442,0.0245514,0.0228184,0.0203633,0.0114092,0.0101094,0.0158862,-0.00375493,0.0251291,0.0145864,0.00664333,0.00173304,0.00953174,-0.0014442,0.00967616,0.00592123,0.00505471,0.00707659,0.0118425,0.0103983,0.0112648,0.0138643,0.00534355,0.000577681,0.0122757,0.0119869,-0.00245514,0.0105427,0.00274398,0.0014442,-0.00014442,-0.00938732,0.0028884,0.00245514,-0.00158862,-0.00953174,-0.00274398,-0.00014442,-0.00433261,-0.0028884,-0.00158862,0.0180525,0.000577681,0,0.00592123
0.0261401,-0.0215186,0.0215186,0.00837637,-0.0124201,-0.0190635,0.0272954,0.0150197,0.0167527,0.0207965,0.0181969,0.0339388,-0.00895405,0.0317725,-0.0173304,0.00418819,-0.00245514,0.041593,0.00389935,0.00447703,0.0545909,0.0566127,0.0651335,0.0092429,0.0521357,-0.00505471,-0.00231072,0.0307615,0.0583458,-0.00808753,0.0219519,0.064267,0.0407265,0.0469366,-0.009965,0.0192079,0.0180525,0.00231072,-0.0138643,0.00158862,-0.0265733,0.0251291,0.00592123,-0.00462145,0.0106871,-0.00231072,0.0153085,-0.00837637,-0.00346609,0.0235405,-0.014442,-0.0145864,-0.0092429,0.0173304,-0.0262845,0.00519913,-0.00953174,-0.0105427,-0.0158862,-0.0319169,-0.021663,-0.0225296,0.0147309,0.00447703,-0.0128534,-0.0184858,-0.0028884,-0.00303282,-0.00794311,0.0219519,0.0219519,-0.00880963,-0.0101094,-0.0101094,-0.0103983,-0.014442,-0.0138643,-0.00895405,0.00129978,-0.00361051,-0.00880963,-0.00187746,-0.0239738,0.00635449,-0.00418819,-0.0134311,-0.0167527,-0.00158862,-0.0225296,-0.00982058,-0.0118425,-0.0158862,-0.0114092,-0.00736543,-0.00779869,-0.00635449,-0.00519913,-0.0150197,-0.0180525,-0.0092429,-0.00476587,-0.0210854,-0.0111204,-0.0193523,-0.0138643,-0.0184858,-0.0311948,-0.0174748,-0.0142976,-0.0235405,-0.0285952,-0.0236849,-0.0190635,-0.0248403,-0.0205077,-0.0206521,-0.00231072,-0.0193523,-0.0236849,-0.014442
-0.0413042,-0.0915624,-0.0447703,-0.0582014,-0.0840526,-0.0857856,-0.0411598,-0.0540132,-0.0499694,-0.0410153,-0.0475143,-0.0361051,-0.0771204,-0.037116,-0.0876631,-0.0675887,-0.0713436,-0.0205077,-0.0618119,-0.0621007,-0.022674,-0.0264289,-0.0163195,-0.0685996,-0.0345164,-0.0873742,-0.0908403,-0.051558,-0.029895,-0.0925734,-0.0636893,-0.021663,-0.044337,-0.0407265,-0.103838,-0.0645558,-0.0752429,-0.0865077,-0.0970504,-0.0846303,-0.0621007,0.00202188,-0.0142976,-0.0265733,-0.00707659,-0.0309059,-0.0101094,-0.0270066,-0.0187746,0.00953174,-0.0363939,-0.0363939,-0.0400044,-0.0190635,-0.0508359,-0.0210854,-0.0402932,-0.0444814,-0.0391379,-0.0586346,-0.038849,-0.0557462,-0.0219519,-0.0235405,-0.0319169,-0.0387046,-0.0194967,-0.0215186,-0.0235405,-0.0168972,-0.0168972,-0.0241182,-0.0467922,-0.0467922,-0.0405821,-0.0293173,-0.0528578,-0.0413042,-0.0197856,-0.0193523,-0.0281619,-0.0210854,-0.0441926,-0.0128534,-0.0235405,-0.034372,-0.0359606,-0.0142976,-0.0431817,-0.0291729,-0.0296061,-0.0375493,-0.0294617,-0.0272954,-0.0261401,-0.024407,-0.0248403,-0.0342276,-0.0378381,-0.0307615,-0.021663,-0.0395711,-0.0320613,-0.0414486,-0.0304727,-0.0376937,-0.0524245,-0.0379825,-0.0310504,-0.0459256,-0.0482364,-0.0433261,-0.0379825,-0.0449147,-0.0375493,-0.0384158,-0.0229628,-0.0382714,-0.0457812,-0.0342276
-0.113659,-0.158573,-0.116692,-0.127812,-0.152363,-0.149908,-0.114959,-0.126512,-0.121746,-0.10846,-0.117702,-0.109471,-0.143698,-0.111348,-0.153663,-0.139221,-0.140665,-0.0856412,-0.129978,-0.1307,-0.106004,-0.11467,-0.104416,-0.14702,-0.127956,-0.166661,-0.174604,-0.138788,-0.12449,-0.17446,-0.150919,-0.113514,-0.135466,-0.134311,-0.191357,-0.150053,-0.167527,-0.172005,-0.174026,-0.167672,-0.102827,-0.0212298,-0.034372,-0.0480919,-0.025418,-0.0593567,-0.0349497,-0.0457812,-0.0336499,-0.00953174,-0.0583458,-0.0577681,-0.0735099,-0.0564683,-0.0791423,-0.0473698,-0.0732211,-0.0827528,-0.0608009,-0.0915624,-0.0567572,-0.0928622,-0.05979,-0.0509803,-0.0519913,-0.0586346,-0.0369716,-0.0397156,-0.0391379,-0.0556018,-0.0556018,-0.0395711,-0.086941,-0.086941,-0.0723545,-0.044337,-0.095895,-0.0753874,-0.0401488,-0.0350941,-0.0476587,-0.0402932,-0.0638337,-0.0319169,-0.0431817,-0.0541576,-0.0544464,-0.0272954,-0.0629672,-0.0483808,-0.047081,-0.0579125,-0.0480919,-0.0472254,-0.0450591,-0.0428928,-0.0431817,-0.0532911,-0.0569016,-0.0519913,-0.038849,-0.0580569,-0.0530022,-0.0641226,-0.0457812,-0.0563239,-0.0781313,-0.0584902,-0.0482364,-0.0672998,-0.0685996,-0.0631116,-0.0561795,-0.0667221,-0.0550241,-0.057046,-0.0431817,-0.0569016,-0.0693217,-0.0531466
-0.177637,-0.221107,-0.180525,-0.189479,-0.216775,-0.209409,-0.181103,-0.190779,-0.183991,-0.168105,-0.179081,-0.17677,-0.203488,-0.177348,-0.216342,-0.203633,-0.203199,-0.147597,-0.191068,-0.191646,-0.183269,-0.195401,-0.185869,-0.218508,-0.210276,-0.24046,-0.253169,-0.216197,-0.209409,-0.251147,-0.228762,-0.197278,-0.215475,-0.217064,-0.273388,-0.22674,-0.25288,-0.251291,-0.245803,-0.244648,-0.133444,-0.044337,-0.0541576,-0.0707659,-0.0440482,-0.0925734,-0.0593567,-0.0652779,-0.0485252,-0.0310504,-0.0856412,-0.0849191,-0.106438,-0.0997944,-0.103838,-0.0775537,-0.105138,-0.117847,-0.088674,-0.115392,-0.0762539,-0.122324,-0.102394,-0.0815974,-0.0732211,-0.0833305,-0.054302,-0.0566127,-0.0544464,-0.0990723,-0.0990723,-0.0548797,-0.123046,-0.123046,-0.10456,-0.0589235,-0.131134,-0.108315,-0.0595011,-0.0499694,-0.0668666,-0.0586346,-0.0888184,-0.0512692,-0.062534,-0.0771204,-0.0761095,-0.0389935,-0.0880963,-0.0683108,-0.0674442,-0.084197,-0.0665777,-0.0664333,-0.0641226,-0.0603677,-0.0619563,-0.0758206,-0.0794311,-0.0768316,-0.0545909,-0.0817419,-0.0788535,-0.0935843,-0.0605121,-0.0802976,-0.100516,-0.0853524,-0.0654224,-0.0967616,-0.0932955,-0.0906959,-0.0795756,-0.0938732,-0.0763983,-0.0800088,-0.0635449,-0.0807309,-0.0967616,-0.0775537
-0.239882,-0.281186,-0.240893,-0.248258,-0.277576,-0.265589,-0.244792,-0.253024,-0.244937,-0.22544,-0.238005,-0.240893,-0.261112,-0.240171,-0.275554,-0.266889,-0.262845,-0.204499,-0.249703,-0.250425,-0.256635,-0.27281,-0.261978,-0.287107,-0.292307,-0.311514,-0.328123,-0.290718,-0.291151,-0.323935,-0.304293,-0.278298,-0.292884,-0.29765,-0.352674,-0.301549,-0.335055,-0.327256,-0.315414,-0.319313,-0.162184,-0.0680219,-0.0775537,-0.0957506,-0.062534,-0.120013,-0.0892517,-0.0873742,-0.0635449,-0.0544464,-0.105427,-0.104127,-0.131567,-0.133155,-0.123479,-0.104849,-0.130123,-0.146153,-0.106149,-0.137777,-0.0918513,-0.149908,-0.136333,-0.107304,-0.0928622,-0.100805,-0.0717769,-0.0771204,-0.0720657,-0.134311,-0.134311,-0.0703327,-0.154963,-0.154963,-0.129256,-0.0775537,-0.165361,-0.136044,-0.0839082,-0.0678775,-0.0906959,-0.0817419,-0.104271,-0.0736543,-0.0873742,-0.0963283,-0.0950285,-0.0504027,-0.103838,-0.091418,-0.0885296,-0.104416,-0.0888184,-0.0885296,-0.0879519,-0.0840526,-0.086941,-0.0944508,-0.096906,-0.0984946,-0.0746653,-0.0982058,-0.100661,-0.109904,-0.0827528,-0.0979169,-0.116692,-0.102538,-0.0888184,-0.113081,-0.106149,-0.104994,-0.0973392,-0.108026,-0.0950285,-0.0974837,-0.091418,-0.0997944,-0.112648,-0.0979169
-0.298083,-0.337221,-0.298805,-0.304293,-0.335344,-0.31888,-0.305449,-0.312959,-0.30256,-0.279453,-0.294762,-0.301694,-0.314692,-0.299528,-0.331156,-0.326245,-0.320035,-0.259234,-0.304727,-0.305882,-0.326245,-0.346031,-0.335488,-0.351519,-0.369716,-0.377948,-0.398455,-0.362206,-0.368705,-0.392534,-0.376215,-0.355274,-0.367116,-0.374048,-0.427484,-0.372171,-0.412753,-0.399178,-0.380692,-0.389357,-0.189624,-0.0947397,-0.0967616,-0.112792,-0.0860745,-0.143265,-0.111781,-0.101239,-0.0847747,-0.0808753,-0.123335,-0.120591,-0.155829,-0.165506,-0.141965,-0.126223,-0.154096,-0.174315,-0.123046,-0.159151,-0.104849,-0.176626,-0.168105,-0.129256,-0.107593,-0.116114,-0.0889629,-0.0930066,-0.0889629,-0.167961,-0.167961,-0.0899738,-0.185147,-0.185147,-0.154241,-0.0905515,-0.196845,-0.162184,-0.101816,-0.0847747,-0.104416,-0.0980613,-0.117991,-0.0925734,-0.101527,-0.111204,-0.108748,-0.061523,-0.119002,-0.105571,-0.101816,-0.120446,-0.102394,-0.102972,-0.101816,-0.0984946,-0.102538,-0.10846,-0.110626,-0.115392,-0.0944508,-0.111926,-0.116836,-0.125357,-0.095895,-0.11077,-0.132722,-0.117269,-0.0995055,-0.129545,-0.119147,-0.119002,-0.108893,-0.123768,-0.106727,-0.109037,-0.10716,-0.112648,-0.128245,-0.112215
-0.352241,-0.38849,-0.352963,-0.356862,-0.388202,-0.36755,-0.361773,-0.366972,-0.356862,-0.33,-0.347331,-0.358595,-0.365094,-0.354841,-0.381847,-0.380981,-0.371882,-0.310504,-0.355274,-0.357585,-0.391379,-0.415208,-0.404377,-0.410876,-0.441637,-0.439182,-0.4633,-0.427484,-0.442359,-0.454779,-0.443803,-0.426184,-0.436871,-0.44597,-0.495795,-0.437449,-0.484385,-0.465466,-0.440771,-0.45348,-0.214608,-0.113514,-0.113225,-0.127956,-0.10225,-0.166372,-0.131278,-0.114381,-0.095895,-0.103838,-0.139366,-0.136477,-0.179081,-0.196267,-0.158718,-0.14702,-0.17677,-0.200889,-0.139654,-0.178215,-0.116692,-0.200455,-0.198433,-0.150053,-0.121169,-0.130411,-0.100516,-0.105427,-0.100372,-0.200022,-0.200022,-0.101239,-0.213598,-0.213598,-0.176915,-0.100516,-0.226307,-0.18688,-0.116403,-0.0956062,-0.118136,-0.11077,-0.129834,-0.107304,-0.114959,-0.125357,-0.121024,-0.0722101,-0.132289,-0.119291,-0.11467,-0.135177,-0.115681,-0.116692,-0.115392,-0.111204,-0.116114,-0.121313,-0.123913,-0.131711,-0.106149,-0.124635,-0.132578,-0.14081,-0.10586,-0.122902,-0.147309,-0.132145,-0.109904,-0.144854,-0.131278,-0.132145,-0.12088,-0.138499,-0.117991,-0.121169,-0.121313,-0.124635,-0.143843,-0.126223
-0.401344,-0.433116,-0.402066,-0.403655,-0.435427,-0.410731,-0.411742,-0.416219,-0.40481,-0.375348,-0.395278,-0.410876,-0.410298,-0.405532,-0.426762,-0.431094,-0.419108,-0.356862,-0.400766,-0.403366,-0.451602,-0.47832,-0.467344,-0.464311,-0.507348,-0.493195,-0.521935,-0.486985,-0.508648,-0.51067,-0.504171,-0.49204,-0.499261,-0.51067,-0.557173,-0.496084,-0.54923,-0.524679,-0.494062,-0.511536,-0.236705,-0.131422,-0.129112,-0.142398,-0.115681,-0.187024,-0.149042,-0.125934,-0.105427,-0.121891,-0.15453,-0.151064,-0.199733,-0.224429,-0.174604,-0.165794,-0.196845,-0.224862,-0.153663,-0.195545,-0.127812,-0.222263,-0.226162,-0.169983,-0.132433,-0.144854,-0.111926,-0.117269,-0.111348,-0.228762,-0.228762,-0.110626,-0.238005,-0.238005,-0.197134,-0.109037,-0.252158,-0.208976,-0.129834,-0.106149,-0.1307,-0.123479,-0.142687,-0.120158,-0.128101,-0.139366,-0.132722,-0.0818863,-0.144709,-0.131856,-0.126512,-0.148753,-0.128101,-0.128823,-0.128245,-0.122902,-0.12839,-0.133589,-0.135322,-0.146875,-0.116836,-0.135466,-0.146875,-0.154096,-0.114959,-0.1346,-0.15944,-0.14572,-0.120591,-0.158285,-0.141676,-0.144709,-0.132867,-0.150486,-0.128823,-0.132578,-0.1346,-0.136766,-0.15814,-0.138499
-0.444237,-0.471243,-0.444814,-0.444525,-0.475287,-0.447558,-0.45709,-0.459112,-0.446403,-0.415208,-0.436294,-0.456801,-0.448136,-0.44958,-0.465611,-0.473698,-0.458968,-0.398455,-0.440626,-0.443515,-0.50446,-0.533777,-0.52309,-0.511825,-0.565261,-0.540709,-0.572482,-0.539265,-0.567572,-0.558184,-0.557029,-0.550097,-0.55414,-0.566849,-0.608587,-0.547497,-0.604254,-0.575948,-0.539265,-0.56165,-0.255335,-0.148031,-0.142254,-0.155829,-0.128534,-0.205799,-0.165794,-0.136622,-0.113803,-0.137777,-0.168538,-0.163628,-0.21793,-0.250569,-0.187746,-0.182114,-0.214464,-0.244215,-0.165939,-0.209554,-0.137344,-0.240893,-0.251002,-0.187602,-0.142976,-0.156407,-0.121024,-0.129256,-0.121024,-0.254902,-0.254902,-0.120158,-0.260534,-0.260534,-0.214753,-0.117269,-0.274832,-0.227895,-0.142543,-0.115247,-0.142687,-0.135611,-0.152797,-0.132433,-0.139221,-0.15063,-0.14312,-0.0911292,-0.156118,-0.142976,-0.136044,-0.159729,-0.139654,-0.139943,-0.139221,-0.133733,-0.138788,-0.144998,-0.145431,-0.160306,-0.126512,-0.144709,-0.160162,-0.166083,-0.122902,-0.144565,-0.170705,-0.157996,-0.129256,-0.170416,-0.151786,-0.155396,-0.142976,-0.161462,-0.138932,-0.142832,-0.147742,-0.147164,-0.169838,-0.149331
-0.480197,-0.503449,-0.481497,-0.478464,-0.507493,-0.476876,-0.494206,-0.494928,-0.481642,-0.448714,-0.471388,-0.495795,-0.478464,-0.486552,-0.496372,-0.508648,-0.491607,-0.433838,-0.473698,-0.476876,-0.549375,-0.581291,-0.570749,-0.551252,-0.614219,-0.578981,-0.61292,-0.582736,-0.618263,-0.597178,-0.600066,-0.600355,-0.600788,-0.615663,-0.65148,-0.589812,-0.650758,-0.618119,-0.576526,-0.602521,-0.269921,-0.161895,-0.153808,-0.16695,-0.138788,-0.221829,-0.180236,-0.146153,-0.12088,-0.151208,-0.178792,-0.173593,-0.233672,-0.27151,-0.198289,-0.1967,-0.229628,-0.259812,-0.175615,-0.220385,-0.144998,-0.255479,-0.272954,-0.203199,-0.152075,-0.16565,-0.128678,-0.139221,-0.129256,-0.276998,-0.276998,-0.128245,-0.27772,-0.27772,-0.230495,-0.124635,-0.292884,-0.243781,-0.153663,-0.123479,-0.152941,-0.145287,-0.160306,-0.142832,-0.149186,-0.160018,-0.152219,-0.0987834,-0.165506,-0.15193,-0.144565,-0.170127,-0.148897,-0.149619,-0.149186,-0.14312,-0.148753,-0.154241,-0.153952,-0.171138,-0.1346,-0.15323,-0.170994,-0.175037,-0.129978,-0.152941,-0.178937,-0.166228,-0.137199,-0.180381,-0.15944,-0.163917,-0.15063,-0.169405,-0.146442,-0.151497,-0.158862,-0.154674,-0.17937,-0.157996
-0.508504,-0.525979,-0.509515,-0.504749,-0.532333,-0.499261,-0.524245,-0.522224,-0.509226,-0.474998,-0.498828,-0.526989,-0.501138,-0.516736,-0.519624,-0.535366,-0.516447,-0.463445,-0.498828,-0.502294,-0.585913,-0.61913,-0.60902,-0.580858,-0.652779,-0.60772,-0.644548,-0.617108,-0.65899,-0.626495,-0.634294,-0.640937,-0.638049,-0.654224,-0.68383,-0.62274,-0.687007,-0.649747,-0.604543,-0.633138,-0.280897,-0.174893,-0.162906,-0.175615,-0.147742,-0.234538,-0.191646,-0.153085,-0.126368,-0.162473,-0.186591,-0.181103,-0.245659,-0.288985,-0.20551,-0.207821,-0.241759,-0.272232,-0.18298,-0.227751,-0.15063,-0.266744,-0.290285,-0.215186,-0.159151,-0.172293,-0.136044,-0.14572,-0.136044,-0.295628,-0.295628,-0.134022,-0.291007,-0.291007,-0.241759,-0.129112,-0.307615,-0.255768,-0.162906,-0.130267,-0.160595,-0.153808,-0.16695,-0.150919,-0.157707,-0.167094,-0.158429,-0.10456,-0.171427,-0.160018,-0.151064,-0.177637,-0.156118,-0.156552,-0.157707,-0.150919,-0.156985,-0.161173,-0.160451,-0.180381,-0.141965,-0.158573,-0.17937,-0.181825,-0.135755,-0.159007,-0.184858,-0.17316,-0.143554,-0.187891,-0.164639,-0.171138,-0.155396,-0.177492,-0.152363,-0.156985,-0.167383,-0.16074,-0.186735,-0.165939
-0.528867,-0.541143,-0.529589,-0.523235,-0.548941,-0.513847,-0.546486,-0.541431,-0.528867,-0.493628,-0.518035,-0.549808,-0.516591,-0.538687,-0.53421,-0.553996,-0.5332,-0.485974,-0.516302,-0.520491,-0.613497,-0.647725,-0.638049,-0.600644,-0.68123,-0.626206,-0.6652,-0.641659,-0.688162,-0.646569,-0.658556,-0.670976,-0.664333,-0.682097,-0.704337,-0.646136,-0.711992,-0.671699,-0.621874,-0.65379,-0.287252,-0.185291,-0.170705,-0.182836,-0.156118,-0.243926,-0.201322,-0.157418,-0.131422,-0.170705,-0.191646,-0.186735,-0.253602,-0.301405,-0.209698,-0.216486,-0.248403,-0.281042,-0.188035,-0.232228,-0.15453,-0.27281,-0.302705,-0.223129,-0.163773,-0.177059,-0.141243,-0.151497,-0.140954,-0.309637,-0.309637,-0.139221,-0.299672,-0.299672,-0.24898,-0.132145,-0.316569,-0.264145,-0.169694,-0.135466,-0.165939,-0.160162,-0.171427,-0.157851,-0.164061,-0.171716,-0.162617,-0.109182,-0.174604,-0.164495,-0.155829,-0.182403,-0.161895,-0.162184,-0.163773,-0.155974,-0.16204,-0.165506,-0.164928,-0.185869,-0.147164,-0.161895,-0.184713,-0.186302,-0.139221,-0.163484,-0.188468,-0.178215,-0.147742,-0.192657,-0.167094,-0.174748,-0.158573,-0.180959,-0.156118,-0.160451,-0.174315,-0.165506,-0.191068,-0.170849
-0.540565,-0.546631,-0.541143,-0.532622,-0.556162,-0.519913,-0.559628,-0.552263,-0.540276,-0.504027,-0.5293,-0.56295,-0.523668,-0.551685,-0.541143,-0.56425,-0.54172,-0.499261,-0.525401,-0.529733,-0.630828,-0.665344,-0.657112,-0.612197,-0.698994,-0.635882,-0.675309,-0.655812,-0.706359,-0.656101,-0.671987,-0.690473,-0.680075,-0.698272,-0.714302,-0.658412,-0.723834,-0.681952,-0.629528,-0.663033,-0.290429,-0.192079,-0.175615,-0.187169,-0.162328,-0.249703,-0.207387,-0.160018,-0.134888,-0.17677,-0.194534,-0.189046,-0.256924,-0.309781,-0.211142,-0.221685,-0.251436,-0.28523,-0.190635,-0.232805,-0.155252,-0.275843,-0.310648,-0.227462,-0.165794,-0.179803,-0.144709,-0.154674,-0.143843,-0.31888,-0.31888,-0.142832,-0.304293,-0.304293,-0.252591,-0.133878,-0.320757,-0.26891,-0.174026,-0.138932,-0.168538,-0.163773,-0.172871,-0.163195,-0.167816,-0.174026,-0.16435,-0.112359,-0.176626,-0.167672,-0.158718,-0.184569,-0.163917,-0.165217,-0.16695,-0.158429,-0.165361,-0.167094,-0.166805,-0.189046,-0.150919,-0.163484,-0.187602,-0.18818,-0.141099,-0.165072,-0.18818,-0.180092,-0.149908,-0.194967,-0.167816,-0.176048,-0.160162,-0.181392,-0.157562,-0.161751,-0.178359,-0.167239,-0.192945,-0.173015
