Samples - Plot 0,Amplitude [V] - Plot 0
473,-0.0720072
474,-0.102191
475,-0.128539
476,-0.15463
477,-0.179443
478,-0.201185
479,-0.219347
480,-0.234695
481,-0.245694
482,-0.252857
483,-0.257077
484,-0.255926
485,-0.249787
486,-0.239683
487,-0.226382
488,-0.208731
489,-0.186861
490,-0.161792
491,-0.133783
492,-0.102831
493,-0.0700887
494,-0.0367071
495,-0.00268588
496,0.0312074
497,0.0653565
498,0.106028
499,0.136852
500,0.164095
501,0.189035
502,0.211801
503,0.231881
504,0.248892
505,0.26117
506,0.268332
507,0.271274
508,0.269356
509,0.263089
510,0.252217
511,0.237125
512,0.217684
513,0.194023
514,0.166653
515,0.135829
516,0.103343
517,0.068554
518,0.0315911
519,-0.00639496
520,-0.0445089
521,-0.0891457
522,-0.120865
523,-0.152328
524,-0.183407
525,-0.211801
526,-0.236358
527,-0.257205
528,-0.274727
529,-0.287517
530,-0.295703
531,-0.299156
532,-0.296087
533,-0.288668
534,-0.275879
535,-0.25874
536,-0.238148
537,-0.21308
538,-0.183024
539,-0.150026
540,-0.114086
541,-0.0776348
542,-0.0395208
543,0
544,0.0402882
545,0.0815997
546,0.124446
547,0.158083
548,0.189035
549,0.217684
550,0.24352
551,0.265391
552,0.283425
553,0.296087
554,0.303888
555,0.306319
556,0.303249
557,0.295191
558,0.282146
559,0.262833
560,0.239555
561,0.212824
562,0.182256
563,0.147596
564,0.110121
565,0.0707282
566,0.0300563
567,-0.0118946
568,-0.0565314
569,-0.101296
570,-0.137492
571,-0.173431
572,-0.207325
573,-0.237509
574,-0.263728
575,-0.285727
576,-0.303505
577,-0.315655
578,-0.322945
579,-0.324352
580,-0.320132
581,-0.31169
582,-0.296726
583,-0.276646
584,-0.252345
585,-0.223312
586,-0.190314
587,-0.153607
588,-0.114726
589,-0.0743094
590,-0.0322306
591,0.0106156
592,0.0532061
593,0.100657
594,0.141968
595,0.177396
596,0.211545
597,0.241729
598,0.267949
599,0.290075
600,0.306958
601,0.319108
602,0.325248
603,0.326015
604,0.320643
605,0.309516
606,0.293529
607,0.273065
608,0.247741
609,0.216917
610,0.182768
611,0.145166
612,0.104877
613,0.0624148
614,0.019057
615,-0.0244287
616,-0.0744373
617,-0.117411
618,-0.156549
619,-0.192616
620,-0.226382
621,-0.256694
622,-0.282785
623,-0.30504
624,-0.321155
625,-0.332794
626,-0.338549
627,-0.33791
628,-0.331515
629,-0.319748
630,-0.302354
631,-0.280099
632,-0.25388
633,-0.222417
634,-0.186989
635,-0.147468
636,-0.10654
637,-0.0631822
638,-0.0179059
639,0.0269867
640,0.0717514
641,0.122272
642,0.159746
643,0.19543
644,0.227916
645,0.257589
646,0.282785
647,0.303761
648,0.319236
649,0.329852
650,0.333945
651,0.332538
652,0.32512
653,0.312202
654,0.293912
655,0.270507
656,0.242497
657,0.209499
658,0.173431
659,0.133399
660,0.0914479
661,0.0480901
662,0.00370908
663,-0.0407998
664,-0.0927269
665,-0.131992
666,-0.170234
667,-0.206429
668,-0.239811
669,-0.269739
670,-0.294552
671,-0.314248
672,-0.328957
673,-0.337526
674,-0.340723
675,-0.338037
676,-0.329468
677,-0.315399
678,-0.295831
679,-0.271146
680,-0.241602
681,-0.207964
682,-0.171129
683,-0.131352
684,-0.0892736
685,-0.04566
686,-0.00153479
687,0.0425904
688,0.0897852
689,0.134806
690,0.171896
691,0.206173
692,0.236997
693,0.265774
694,0.289564
695,0.308493
696,0.321794
697,0.32934
698,0.331259
699,0.327678
700,0.318085
701,0.302609
702,0.281762
703,0.256054
704,0.22587
705,0.192105
706,0.154374
707,0.115493
708,0.0736699
709,0.0301842
710,-0.013941
711,-0.0624148
712,-0.107947
713,-0.146061
714,-0.182384
715,-0.216917
716,-0.247996
717,-0.274472
718,-0.297238
719,-0.313865
720,-0.325759
721,-0.331387
722,-0.33177
723,-0.326271
724,-0.315399
725,-0.298389
726,-0.276774
727,-0.250682
728,-0.220882
729,-0.185965
730,-0.148491
731,-0.108842
732,-0.067275
733,-0.0248124
734,0.0181617
735,0.0610079
736,0.109098
737,0.147596
738,0.182384
739,0.213975
740,0.243008
741,0.26846
742,0.288924
743,0.3044
744,0.31412
745,0.318853
746,0.317446
747,0.310411
748,0.297366
749,0.279843
750,0.257461
751,0.230218
752,0.198755
753,0.164095
754,0.126492
755,0.0867156
756,0.04566
757,0.00383697
758,-0.0373466
759,-0.0860761
760,-0.123678
761,-0.159874
762,-0.193128
763,-0.223568
764,-0.25081
765,-0.274983
766,-0.292761
767,-0.305935
768,-0.313609
769,-0.315527
770,-0.311946
771,-0.303633
772,-0.290587
773,-0.271658
774,-0.247741
775,-0.219091
776,-0.18814
777,-0.153095
778,-0.115365
779,-0.0755884
780,-0.0346607
781,0.00652286
782,0.0477064
783,0.0914479
784,0.132376
785,0.165629
786,0.196709
787,0.224975
788,0.249787
789,0.270507
790,0.285599
791,0.296598
792,0.302226
793,0.302482
794,0.29711
795,0.286238
796,0.270251
797,0.249148
798,0.223312
799,0.194407
800,0.162176
801,0.126876
802,0.088762
803,0.0487296
804,0.00780185
805,-0.0319748
806,-0.0780185
807,-0.115749
808,-0.149386
809,-0.180977
810,-0.211034
811,-0.23802
812,-0.260019
813,-0.277541
814,-0.290715
815,-0.298389
816,-0.301075
817,-0.297877
818,-0.289947
819,-0.276134
820,-0.258356
821,-0.236486
822,-0.210138
823,-0.17957
824,-0.145933
825,-0.111144
826,-0.0743094
827,-0.0356839
828,0.00358118
829,0.0423346
830,0.0826229
831,0.124062
832,0.155142
833,0.184814
834,0.211929
835,0.235079
836,0.254519
837,0.269611
838,0.279715
839,0.284576
840,0.284576
841,0.27946
842,0.2691
843,0.254008
844,0.227661
845,0.168699
846,0.120481
847,0.0833903
848,0.0525666
849,0.0250682
850,-0.00153479
851,-0.0276262
852,-0.0553803
853,-0.0826229
854,-0.102319
855,-0.122016
856,-0.140817
857,-0.158467
858,-0.174199
859,-0.188012
860,-0.19786
861,-0.205534
862,-0.210138
863,-0.21065
864,-0.207069
865,-0.20093
866,-0.191465
867,-0.178675
868,-0.162304
869,-0.143119
870,-0.121121
871,-0.0980987
872,-0.0737978
873,-0.0486017
874,-0.0211034
875,0.00601126
876,0.032998
877,0.0588336
878,0.0867156
879,0.114086
880,0.132631
881,0.149258
882,0.163711
883,0.175989
884,0.185837
885,0.191593
886,0.193767
887,0.19236
888,0.188268
889,0.180594
890,0.169594
891,0.154886
892,0.13762
893,0.118051
894,0.0956686
895,0.0721351
896,0.0474506
897,0.0223824
898,-0.00358118
899,-0.0299284
900,-0.0601126
901,-0.0879946
902,-0.108075
903,-0.127388
904,-0.145038
905,-0.160897
906,-0.17471
907,-0.184175
908,-0.190442
909,-0.194023
910,-0.194023
911,-0.190953
912,-0.184558
913,-0.17471
914,-0.161153
915,-0.145038
916,-0.126364
917,-0.105773
918,-0.0826229
919,-0.0587057
920,-0.034277
921,-0.00882504
922,0.0170106
923,0.0427183
924,0.0676587
925,0.0956686
926,0.117667
927,0.13455
928,0.149898
929,0.16256
930,0.17292
931,0.180594
932,0.184814
933,0.186221
934,0.184686
935,0.178803
936,0.169466
937,0.157444
938,0.142863
939,0.12483
940,0.104366
941,0.0831345
942,0.059601
943,0.0356839
944,0.00972034
945,-0.0161153
946,-0.0413114
947,-0.0732862
948,-0.0936222
949,-0.112935
950,-0.131225
951,-0.148107
952,-0.161409
953,-0.173048
954,-0.181745
955,-0.187244
956,-0.189674
957,-0.189035
958,-0.184558
959,-0.176117
960,-0.165374
961,-0.151177
962,-0.134038
963,-0.114853
964,-0.0933664
965,-0.070984
966,-0.0473227
967,-0.022894
968,0.00255798
969,0.0277541
970,0.052055
971,0.0762279
972,0.10654
973,0.123678
974,0.139282
975,0.152967
976,0.163839
977,0.17228
978,0.178291
979,0.181489
980,0.181361
981,0.177524
982,0.169722
983,0.15949
984,0.146572
985,0.131225
986,0.112679
987,0.0909363
988,0.0688098
989,0.0457879
990,0.0213592
991,-0.00345328
992,-0.0283936
993,-0.0572988
994,-0.0839019
995,-0.102703
996,-0.120609
997,-0.137747
998,-0.152328
999,-0.165374
1000,-0.17535
1001,-0.181745
1002,-0.185326
1003,-0.184686
1004,-0.181617
1005,-0.176373
1006,-0.166653
1007,-0.153607
1008,-0.138003
1009,-0.119586
1010,-0.0995056
1011,-0.0781464
1012,-0.0547408
1013,-0.0312074
1014,-0.00677866
1015,0.0180338
1016,0.0427183
1017,0.0657402
1018,0.0923432
1019,0.115109
1020,0.131225
1021,0.145805
1022,0.158083
1023,0.167932
1024,0.174838
1025,0.178803
1026,0.179826
1027,0.177396
1028,0.172152
1029,0.163327
1030,0.151177
1031,0.136085
1032,0.118818
1033,0.0996335
1034,0.0789138
1035,0.055764
1036,0.031719
1037,0.00626706
1038,-0.0182896
1039,-0.0424625
1040,-0.0752047
1041,-0.0952849
1042,-0.113319
1043,-0.130585
1044,-0.146317
1045,-0.159874
1046,-0.171001
1047,-0.179443
1048,-0.184558
1049,-0.186733
1050,-0.184814
1051,-0.180849
1052,-0.17292
1053,-0.161792
1054,-0.148107
1055,-0.13148
1056,-0.113063
1057,-0.0923432
1058,-0.0694492
1059,-0.0447647
1060,-0.0198244
1061,0.00549966
1062,0.03044
1063,0.0542292
1064,0.0771232
1065,0.107052
1066,0.124702
1067,0.139794
1068,0.153479
1069,0.16499
1070,0.174199
1071,0.180082
1072,0.182768
1073,0.182768
1074,0.179443
1075,0.172792
1076,0.163071
1077,0.149898
1078,0.132887
1079,0.114598
1080,0.0946454
1081,0.0721351
1082,0.0486017
1083,0.0237892
1084,-0.00115109
1085,-0.026603
1086,-0.0547408
1087,-0.0832624
1088,-0.102575
1089,-0.120993
1090,-0.138387
1091,-0.154246
1092,-0.167164
1093,-0.177396
1094,-0.185454
1095,-0.190314
1096,-0.191209
1097,-0.189291
1098,-0.183024
1099,-0.173943
1100,-0.161281
1101,-0.146956
1102,-0.129562
1103,-0.10897
1104,-0.0864598
1105,-0.0627985
1106,-0.0383698
1107,-0.0127899
1108,0.0129178
1109,0.0382419
1110,0.0627985
1111,0.0896573
1112,0.114342
1113,0.131608
1114,0.147724
1115,0.161281
1116,0.172792
1117,0.180722
1118,0.185454
1119,0.187372
1120,0.186477
1121,0.182384
1122,0.175094
1123,0.164095
1124,0.150026
1125,0.132759
1126,0.113319
1127,0.0919595
1128,0.0681703
1129,0.0434857
1130,0.0176501
1131,-0.00831345
1132,-0.0341491
1133,-0.0661239
1134,-0.0909363
1135,-0.110505
1136,-0.12969
1137,-0.147212
1138,-0.162304
1139,-0.175478
1140,-0.184942
1141,-0.191593
1142,-0.195046
1143,-0.195558
1144,-0.191977
1145,-0.184814
1146,-0.174582
1147,-0.161153
1148,-0.144782
1149,-0.125469
1150,-0.104366
1151,-0.0817276
1152,-0.0571709
1153,-0.0314632
1154,-0.00575546
1155,0.0205918
1156,0.0462995
1157,0.0711119
1158,0.100785
1159,0.122016
1160,0.139666
1161,0.154886
1162,0.168315
1163,0.179315
1164,0.186477
1165,0.190953
1166,0.19236
1167,0.189802
1168,0.184303
1169,0.174966
1170,0.162432
1171,0.147212
1172,0.128922
1173,0.108714
1174,0.0864598
1175,0.0624148
1176,0.0370908
1177,0.0116388
1178,-0.0153479
1179,-0.0415672
1180,-0.0754605
1181,-0.0966918
1182,-0.117156
1183,-0.135957
1184,-0.153223
1185,-0.168571
1186,-0.181233
1187,-0.190314
1188,-0.196453
1189,-0.198755
1190,-0.19786
1191,-0.192616
1192,-0.183791
1193,-0.172664
1194,-0.159107
1195,-0.141456
1196,-0.122016
1197,-0.100273
1198,-0.0763558
1199,-0.0519271
1200,-0.0264751
1201,0.000127899
1202,0.0260914
1203,0.0514155
1204,0.0757163
1205,0.107691
1206,0.126876
1207,0.144142
1208,0.159362
1209,0.171769
1210,0.181873
1211,0.189163
1212,0.193384
1213,0.194535
1214,0.191977
1215,0.184558
1216,0.174454
1217,0.161153
1218,0.145549
1219,0.12726
1220,0.10654
1221,0.0835182
1222,0.0585778
1223,0.0332538
1224,0.00703445
1225,-0.0193128
1226,-0.0459158
1227,-0.0781464
1228,-0.0991219
1229,-0.118818
1230,-0.137492
1231,-0.154886
1232,-0.170234
1233,-0.182001
1234,-0.190698
1235,-0.196581
1236,-0.199139
1237,-0.197476
1238,-0.192616
1239,-0.184558
1240,-0.172664
1241,-0.157828
1242,-0.140561
1243,-0.120737
1244,-0.0988661
1245,-0.0759721
1246,-0.0503923
1247,-0.0246845
1248,0.00102319
1249,0.026603
1250,0.0517992
1251,0.0772511
1252,0.10897
1253,0.127643
1254,0.145166
1255,0.16013
1256,0.17292
1257,0.182896
1258,0.189802
1259,0.193128
1260,0.193511
1261,0.190314
1262,0.183407
1263,0.173303
1264,0.160641
1265,0.145038
1266,0.126492
1267,0.105261
1268,0.0827508
1269,0.0584499
1270,0.0331259
1271,0.00677866
1272,-0.0194407
1273,-0.0471948
1274,-0.0790417
1275,-0.098994
1276,-0.118818
1277,-0.137875
1278,-0.15463
1279,-0.170106
1280,-0.181873
1281,-0.191209
1282,-0.196069
1283,-0.197604
1284,-0.195942
1285,-0.19057
1286,-0.182256
1287,-0.170617
1288,-0.155525
1289,-0.138003
1290,-0.11869
1291,-0.0970755
1292,-0.0732862
1293,-0.0480901
1294,-0.0217429
1295,0.00460437
1296,0.03044
1297,0.0553803
1298,0.0798091
1299,0.110505
1300,0.128922
1301,0.145677
1302,0.160513
1303,0.172792
1304,0.182384
1305,0.188651
1306,0.191593
1307,0.191593
1308,0.187884
1309,0.180722
1310,0.170617
1311,0.1577
1312,0.141456
1313,0.1224
1314,0.100785
1315,0.0780185
1316,0.0541013
1317,0.0285215
1318,0.00243008
1319,-0.0237892
1320,-0.0525666
1321,-0.0823671
1322,-0.102319
1323,-0.121504
1324,-0.139922
1325,-0.155909
1326,-0.170106
1327,-0.181361
1328,-0.189802
1329,-0.194918
1330,-0.196837
1331,-0.194663
1332,-0.188779
1333,-0.179187
1334,-0.166908
1335,-0.151816
1336,-0.13391
1337,-0.113958
1338,-0.0919595
1339,-0.0681703
1340,-0.0432299
1341,-0.0180338
1342,0.00767395
1343,0.0338933
1344,0.0588336
1345,0.084925
1346,0.112679
1347,0.130329
1348,0.146061
1349,0.159618
1350,0.171641
1351,0.180977
1352,0.186605
1353,0.189419
1354,0.188651
1355,0.184558
1356,0.176885
1357,0.166525
1358,0.15284
1359,0.136213
1360,0.117411
1361,0.0965639
1362,0.0737978
1363,0.0502644
1364,0.025324
1365,-0.000255798
1366,-0.0257077
1367,-0.0537177
1368,-0.082495
1369,-0.10168
1370,-0.119842
1371,-0.137364
1372,-0.154118
1373,-0.167676
1374,-0.178675
1375,-0.185837
1376,-0.18993
1377,-0.190698
1378,-0.187628
1379,-0.181745
1380,-0.173048
1381,-0.161025
1382,-0.146061
1383,-0.129178
1384,-0.108714
1385,-0.0872272
1386,-0.0644612
1387,-0.040544
1388,-0.0153479
1389,0.00933664
1390,0.0341491
1391,0.0579383
1392,0.0823671
1393,0.110377
1394,0.126109
1395,0.140945
1396,0.154374
1397,0.164734
1398,0.173431
1399,0.178931
1400,0.181489
1401,0.180466
1402,0.176501
1403,0.168827
1404,0.158723
1405,0.145549
1406,0.12969
1407,0.111272
1408,0.0914479
1409,0.0694492
1410,0.0457879
1411,0.0213592
1412,-0.00281378
1413,-0.0271146
1414,-0.0538456
1415,-0.0813439
1416,-0.100017
1417,-0.117795
1418,-0.134934
1419,-0.150154
1420,-0.162048
1421,-0.172024
1422,-0.178675
1423,-0.182512
1424,-0.183407
1425,-0.180594
1426,-0.175478
1427,-0.166653
1428,-0.154502
1429,-0.139026
1430,-0.122016
1431,-0.102703
1432,-0.0821113
1433,-0.0597289
1434,-0.0363234
1435,-0.0124062
1436,0.0117667
1437,0.0353002
1438,0.0587057
1439,0.0826229
1440,0.109737
1441,0.125725
1442,0.140177
1443,0.153095
1444,0.162816
1445,0.170362
1446,0.175861
1447,0.177524
1448,0.175861
1449,0.171769
1450,0.164095
1451,0.153351
1452,0.140945
1453,0.124957
1454,0.106924
1455,0.0868435
1456,0.0653565
1457,0.0427183
1458,0.019057
1459,-0.00511597
1460,-0.0290331
1461,-0.0564035
1462,-0.0828787
1463,-0.100912
1464,-0.118051
1465,-0.134678
1466,-0.148747
1467,-0.161025
1468,-0.170106
1469,-0.176245
1470,-0.179443
1471,-0.18021
1472,-0.17778
1473,-0.171896
1474,-0.16256
1475,-0.14977
1476,-0.135317
1477,-0.118563
1478,-0.100273
1479,-0.0785301
1480,-0.0561477
1481,-0.0327422
1482,-0.00869714
1483,0.0143247
1484,0.0378582
1485,0.0607521
1486,0.0839019
1487,0.109482
1488,0.124574
1489,0.138643
1490,0.150921
1491,0.160386
1492,0.166908
1493,0.171513
1494,0.173048
1495,0.171257
1496,0.166525
1497,0.158467
1498,0.147724
1499,0.134166
1500,0.118307
1501,0.100529
1502,0.0809602
1503,0.0602405
1504,0.0378582
1505,0.0144526
1506,-0.00869714
1507,-0.0318469
1508,-0.0598568
1509,-0.0831345
1510,-0.100529
1511,-0.117156
1512,-0.132504
1513,-0.145805
1514,-0.156293
1515,-0.165374
1516,-0.170617
1517,-0.172408
1518,-0.171896
1519,-0.168955
1520,-0.16256
1521,-0.153095
1522,-0.141329
1523,-0.126748
1524,-0.10961
1525,-0.0914479
1526,-0.0712398
1527,-0.0498807
1528,-0.0272425
1529,-0.00422067
1530,0.0184175
1531,0.0410556
1532,0.0627985
1533,0.0851808
1534,0.109482
1535,0.122783
1536,0.135573
1537,0.146445
1538,0.155014
1539,0.161153
1540,0.164478
1541,0.164862
1542,0.16256
1543,0.157316
1544,0.149258
1545,0.138515
1546,0.124957
1547,0.109098
1548,0.0919595
1549,0.0727746
1550,0.0528224
1551,0.031719
1552,0.00920874
1553,-0.0130457
1554,-0.035556
1555,-0.0631822
1556,-0.0839019
1557,-0.0998892
1558,-0.115237
1559,-0.129306
1560,-0.142352
1561,-0.151816
1562,-0.158979
1563,-0.164095
1564,-0.166269
1565,-0.165118
1566,-0.161409
1567,-0.15463
1568,-0.144782
1569,-0.133015
1570,-0.118563
1571,-0.102064
1572,-0.0839019
1573,-0.0644612
1574,-0.0441252
1575,-0.0222545
1576,0.000127899
1577,0.021615
1578,0.0423346
1579,0.0630543
1580,0.0841577
1581,0.107819
1582,0.120865
1583,0.132887
1584,0.143247
1585,0.150921
1586,0.155781
1587,0.158851
1588,0.158851
1589,0.156549
1590,0.150921
1591,0.142608
1592,0.131864
1593,0.119074
1594,0.104238
1595,0.0870993
1596,0.068554
1597,0.0483459
1598,0.0271146
1599,0.00549966
1600,-0.0154758
1601,-0.0370908
1602,-0.0640775
1603,-0.0827508
1604,-0.0983545
1605,-0.113063
1606,-0.126364
1607,-0.138003
1608,-0.147724
1609,-0.155142
1610,-0.158979
1611,-0.160258
1612,-0.158851
1613,-0.155142
1614,-0.147979
1615,-0.139282
1616,-0.12726
1617,-0.113191
1618,-0.0973313
1619,-0.0798091
1620,-0.0603684
1621,-0.039265
1622,-0.0184175
1623,0.00294168
1624,0.0245566
1625,0.0450205
1626,0.0643333
1627,0.0845414
1628,0.106924
1629,0.119202
1630,0.130457
1631,0.13941
1632,0.146317
1633,0.151561
1634,0.153991
1635,0.153991
1636,0.151305
1637,0.145421
1638,0.136852
1639,0.126364
1640,0.113063
1641,0.0980987
1642,0.0801928
1643,0.0615195
1644,0.0425904
1645,0.0219987
1646,0.000895294
1647,-0.0194407
1648,-0.0395208
1649,-0.0666355
1650,-0.083774
1651,-0.0980987
1652,-0.11204
1653,-0.12483
1654,-0.135573
1655,-0.144398
1656,-0.151049
1657,-0.154502
1658,-0.155014
1659,-0.153479
1660,-0.148875
1661,-0.142096
1662,-0.131864
1663,-0.11933
1664,-0.104877
1665,-0.0897852
1666,-0.0716235
1667,-0.0526945
1668,-0.0328701
1669,-0.0129178
1670,0.00780185
1671,0.0282657
1672,0.0477064
1673,0.0661239
1674,0.0869714
