-0.0596456,-0.0657112,-0.0268622,-0.0346609,-0.0261401,-0.0420263,-0.0801532,-0.0304727,-0.0163195,-0.0307615,-0.0382714,-0.0317725,-0.0703327,-0.0561795,-0.0433261,-0.0502582,-0.0466477,-0.0482364,-0.0340832,-0.0345164,-0.00375493,-0.0233961,-0.038849,-0.0541576,-0.021663,-0.015453,-0.0577681,-0.0158862,-0.0124201,-0.0329278,-0.0329278,-0.0304727,-0.0472254,-0.0472254,-0.032639,-0.0277287,-0.0466477,-0.0329278,-0.0306171,0.00678775
-0.0564683,-0.0713436,-0.028884,-0.0340832,-0.0283064,-0.0408709,-0.0794311,-0.0311948,-0.0163195,-0.0365383,-0.0418819,-0.027151,-0.0661445,-0.0558906,-0.041593,-0.0493917,-0.0428928,-0.0433261,-0.0310504,-0.029895,-0.0028884,-0.0207965,-0.03986,-0.0550241,-0.0238293,-0.0118425,-0.058779,-0.015453,-0.0125646,-0.0335055,-0.0335055,-0.0306171,-0.0450591,-0.0450591,-0.0309059,-0.0265733,-0.0462145,-0.029895,-0.0320613,0.00505471
-0.052569,-0.0763983,-0.029895,-0.0333611,-0.0294617,-0.0397156,-0.0778425,-0.0306171,-0.0167527,-0.0421707,-0.0447703,-0.0229628,-0.0603677,-0.0545909,-0.0381269,-0.0472254,-0.0392823,-0.0391379,-0.0270066,-0.0251291,-0.00173304,-0.0180525,-0.0408709,-0.0547353,-0.0245514,-0.00938732,-0.0602232,-0.0147309,-0.0121313,-0.0339388,-0.0339388,-0.0309059,-0.0434705,-0.0434705,-0.028884,-0.0249847,-0.0447703,-0.0275843,-0.0322057,0.00375493
-0.0472254,-0.0804421,-0.0311948,-0.0319169,-0.0303282,-0.0375493,-0.0752429,-0.0306171,-0.0179081,-0.0473698,-0.0472254,-0.0187746,-0.0530022,-0.0530022,-0.0348053,-0.0430372,-0.0350941,-0.0336499,-0.0229628,-0.0202188,-0.000577681,-0.0147309,-0.0410153,-0.054302,-0.0257068,-0.00765427,-0.0603677,-0.0145864,-0.0119869,-0.0339388,-0.0339388,-0.0313392,-0.0411598,-0.0411598,-0.0265733,-0.0233961,-0.0428928,-0.0246959,-0.0335055,0.0021663
-0.0420263,-0.0837637,-0.0324946,-0.0301838,-0.0311948,-0.0345164,-0.0713436,-0.0301838,-0.0177637,-0.0521357,-0.0499694,-0.0151641,-0.045348,-0.0512692,-0.0311948,-0.0387046,-0.0303282,-0.0280175,-0.0190635,-0.0161751,0.000577681,-0.0106871,-0.0410153,-0.0540132,-0.0274398,-0.00476587,-0.0599344,-0.014442,-0.0122757,-0.0339388,-0.0339388,-0.0310504,-0.0385602,-0.0385602,-0.024407,-0.0229628,-0.03986,-0.021663,-0.0339388,0.000722101
-0.0368272,-0.08593,-0.0317725,-0.028884,-0.0329278,-0.0314836,-0.0668666,-0.0293173,-0.0179081,-0.0566127,-0.0518469,-0.0111204,-0.0372604,-0.0485252,-0.0265733,-0.0346609,-0.0255624,-0.0213742,-0.0151641,-0.0115536,0.000866521,-0.00693217,-0.0418819,-0.0530022,-0.0281619,-0.00245514,-0.0582014,-0.0137199,-0.0131422,-0.0335055,-0.0335055,-0.0307615,-0.0352385,-0.0352385,-0.0220963,-0.0219519,-0.0366827,-0.0186302,-0.032639,-0.00173304
-0.0301838,-0.0872298,-0.031628,-0.027151,-0.0336499,-0.0287396,-0.061523,-0.0283064,-0.0183414,-0.0609453,-0.0527134,-0.00707659,-0.0291729,-0.0444814,-0.0218075,-0.0304727,-0.0196412,-0.0148753,-0.0101094,-0.00664333,0.000722101,-0.00389935,-0.0421707,-0.0506915,-0.0287396,0.00014442,-0.0558906,-0.014442,-0.0132867,-0.0327834,-0.0327834,-0.0307615,-0.0323501,-0.0323501,-0.01993,-0.0197856,-0.0327834,-0.0155974,-0.0324946,-0.00389935
-0.0233961,-0.0870854,-0.0313392,-0.0252735,-0.0337943,-0.0257068,-0.0547353,-0.0277287,-0.0187746,-0.0638337,-0.0528578,-0.00361051,-0.0206521,-0.041593,-0.0174748,-0.0257068,-0.0142976,-0.00837637,-0.00505471,-0.0014442,-0.00014442,-0.0014442,-0.0410153,-0.0485252,-0.028884,0.00274398,-0.0534355,-0.0148753,-0.0134311,-0.0319169,-0.0319169,-0.0306171,-0.0291729,-0.0291729,-0.0173304,-0.0174748,-0.0287396,-0.0124201,-0.0313392,-0.00606565
-0.0167527,-0.0852079,-0.0304727,-0.0229628,-0.0337943,-0.022674,-0.0480919,-0.0259956,-0.0193523,-0.0657112,-0.0522801,0.00014442,-0.0121313,-0.0372604,-0.0135755,-0.0210854,-0.00852079,-0.00202188,-0.00014442,0.00274398,-0.00101094,0.00173304,-0.0395711,-0.0449147,-0.0296061,0.00505471,-0.0496806,-0.0137199,-0.0141532,-0.0310504,-0.0310504,-0.0293173,-0.0251291,-0.0251291,-0.0150197,-0.0150197,-0.025418,-0.0092429,-0.0310504,-0.00880963
-0.00938732,-0.0823195,-0.0294617,-0.0206521,-0.0336499,-0.0192079,-0.0410153,-0.0238293,-0.0197856,-0.0667221,-0.0519913,0.00346609,-0.00346609,-0.0324946,-0.00967616,-0.0166083,-0.00361051,0.00332167,0.00476587,0.00606565,-0.00245514,0.00389935,-0.0379825,-0.0414486,-0.0300394,0.00722101,-0.0456368,-0.0132867,-0.0147309,-0.0307615,-0.0307615,-0.0287396,-0.0212298,-0.0212298,-0.0129978,-0.0125646,-0.0212298,-0.00649891,-0.0306171,-0.011698
