-0.00434857,-0.0111272,-0.00243008,-0.0112551,-0.00831345,-0.0282657,-0.010104,0.00319748,-0.00191849,0.050776,-0.00434857,-0.0111272,-0.00243008,-0.0112551,-0.00831345,-0.0282657,-0.010104,0.00319748,-0.00191849,0.050776,-0.00434857,-0.0111272,-0.00243008,-0.0112551,-0.00831345,-0.0282657,-0.010104,0.00319748,-0.00191849,0.050776,-0.00434857,-0.0111272,-0.00243008,-0.0112551,-0.00831345,-0.0282657,-0.010104,0.00319748,-0.00191849,0.050776,-0.00434857,-0.0111272,-0.00243008,-0.0112551,-0.00831345,-0.0282657,-0.010104,0.00319748,-0.00191849,0.050776,-0.0111272,-0.00243008,-0.0112551,-0.00831345,-0.0282657,-0.010104,0.00319748,0.00319748,-0.00191849,0.050776,-0.00434857,-0.0111272,-0.00243008,-0.0112551,-0.00434857,-0.0111272,-0.00243008,-0.0112551,-0.00831345,-0.0282657,-0.010104,0.00319748,-0.00191849,0.050776,-0.010104,0.00319748,-0.00191849,0.050776,-0.00434857,-0.0111272,-0.00243008,-0.0112551,-0.00831345,-0.0282657,-0.00243008,-0.0112551,-0.00831345,-0.0282657,-0.010104,0.00319748,-0.00191849,0.050776,-0.00434857,-0.0111272,-0.00243008,-0.0112551,-0.0112551,-0.00831345,-0.0282657,-0.010104
-0.00511597,-0.0127899,-0.00383697,-0.0130457,-0.00805765,-0.0318469,-0.0103598,0.00281378,-0.00537177,0.0517992,-0.00511597,-0.0127899,-0.00383697,-0.0130457,-0.00805765,-0.0318469,-0.0103598,0.00281378,-0.00537177,0.0517992,-0.00511597,-0.0127899,-0.00383697,-0.0130457,-0.00805765,-0.0318469,-0.0103598,0.00281378,-0.00537177,0.0517992,-0.00511597,-0.0127899,-0.00383697,-0.0130457,-0.00805765,-0.0318469,-0.0103598,0.00281378,-0.00537177,0.0517992,-0.00511597,-0.0127899,-0.00383697,-0.0130457,-0.00805765,-0.0318469,-0.0103598,0.00281378,-0.00537177,0.0517992,-0.0127899,-0.00383697,-0.0130457,-0.00805765,-0.0318469,-0.0103598,0.00281378,0.00281378,-0.00537177,0.0517992,-0.00511597,-0.0127899,-0.00383697,-0.0130457,-0.00511597,-0.0127899,-0.00383697,-0.0130457,-0.00805765,-0.0318469,-0.0103598,0.00281378,-0.00537177,0.0517992,-0.0103598,0.00281378,-0.00537177,0.0517992,-0.00511597,-0.0127899,-0.00383697,-0.0130457,-0.00805765,-0.0318469,-0.00383697,-0.0130457,-0.00805765,-0.0318469,-0.0103598,0.00281378,-0.00537177,0.0517992,-0.00511597,-0.0127899,-0.00383697,-0.0130457,-0.0130457,-0.00805765,-0.0318469,-0.0103598
-0.00613916,-0.0134294,-0.00486017,-0.0154758,-0.00856924,-0.0353002,-0.010104,0.00191849,-0.00908084,0.0519271,-0.00613916,-0.0134294,-0.00486017,-0.0154758,-0.00856924,-0.0353002,-0.010104,0.00191849,-0.00908084,0.0519271,-0.00613916,-0.0134294,-0.00486017,-0.0154758,-0.00856924,-0.0353002,-0.010104,0.00191849,-0.00908084,0.0519271,-0.00613916,-0.0134294,-0.00486017,-0.0154758,-0.00856924,-0.0353002,-0.010104,0.00191849,-0.00908084,0.0519271,-0.00613916,-0.0134294,-0.00486017,-0.0154758,-0.00856924,-0.0353002,-0.010104,0.00191849,-0.00908084,0.0519271,-0.0134294,-0.00486017,-0.0154758,-0.00856924,-0.0353002,-0.010104,0.00191849,0.00191849,-0.00908084,0.0519271,-0.00613916,-0.0134294,-0.00486017,-0.0154758,-0.00613916,-0.0134294,-0.00486017,-0.0154758,-0.00856924,-0.0353002,-0.010104,0.00191849,-0.00908084,0.0519271,-0.010104,0.00191849,-0.00908084,0.0519271,-0.00613916,-0.0134294,-0.00486017,-0.0154758,-0.00856924,-0.0353002,-0.00486017,-0.0154758,-0.00856924,-0.0353002,-0.010104,0.00191849,-0.00908084,0.0519271,-0.00613916,-0.0134294,-0.00486017,-0.0154758,-0.0154758,-0.00856924,-0.0353002,-0.010104
-0.00677866,-0.0143247,-0.00575546,-0.0166269,-0.00869714,-0.0378582,-0.010104,0.00102319,-0.0134294,0.0523108,-0.00677866,-0.0143247,-0.00575546,-0.0166269,-0.00869714,-0.0378582,-0.010104,0.00102319,-0.0134294,0.0523108,-0.00677866,-0.0143247,-0.00575546,-0.0166269,-0.00869714,-0.0378582,-0.010104,0.00102319,-0.0134294,0.0523108,-0.00677866,-0.0143247,-0.00575546,-0.0166269,-0.00869714,-0.0378582,-0.010104,0.00102319,-0.0134294,0.0523108,-0.00677866,-0.0143247,-0.00575546,-0.0166269,-0.00869714,-0.0378582,-0.010104,0.00102319,-0.0134294,0.0523108,-0.0143247,-0.00575546,-0.0166269,-0.00869714,-0.0378582,-0.010104,0.00102319,0.00102319,-0.0134294,0.0523108,-0.00677866,-0.0143247,-0.00575546,-0.0166269,-0.00677866,-0.0143247,-0.00575546,-0.0166269,-0.00869714,-0.0378582,-0.010104,0.00102319,-0.0134294,0.0523108,-0.010104,0.00102319,-0.0134294,0.0523108,-0.00677866,-0.0143247,-0.00575546,-0.0166269,-0.00869714,-0.0378582,-0.00575546,-0.0166269,-0.00869714,-0.0378582,-0.010104,0.00102319,-0.0134294,0.0523108,-0.00677866,-0.0143247,-0.00575546,-0.0166269,-0.0166269,-0.00869714,-0.0378582,-0.010104
-0.00703445,-0.0140689,-0.00613916,-0.0181617,-0.00844134,-0.040544,-0.0103598,0.000639496,-0.0170106,0.050776,-0.00703445,-0.0140689,-0.00613916,-0.0181617,-0.00844134,-0.040544,-0.0103598,0.000639496,-0.0170106,0.050776,-0.00703445,-0.0140689,-0.00613916,-0.0181617,-0.00844134,-0.040544,-0.0103598,0.000639496,-0.0170106,0.050776,-0.00703445,-0.0140689,-0.00613916,-0.0181617,-0.00844134,-0.040544,-0.0103598,0.000639496,-0.0170106,0.050776,-0.00703445,-0.0140689,-0.00613916,-0.0181617,-0.00844134,-0.040544,-0.0103598,0.000639496,-0.0170106,0.050776,-0.0140689,-0.00613916,-0.0181617,-0.00844134,-0.040544,-0.0103598,0.000639496,0.000639496,-0.0170106,0.050776,-0.00703445,-0.0140689,-0.00613916,-0.0181617,-0.00703445,-0.0140689,-0.00613916,-0.0181617,-0.00844134,-0.040544,-0.0103598,0.000639496,-0.0170106,0.050776,-0.0103598,0.000639496,-0.0170106,0.050776,-0.00703445,-0.0140689,-0.00613916,-0.0181617,-0.00844134,-0.040544,-0.00613916,-0.0181617,-0.00844134,-0.040544,-0.0103598,0.000639496,-0.0170106,0.050776,-0.00703445,-0.0140689,-0.00613916,-0.0181617,-0.0181617,-0.00844134,-0.040544,-0.0103598
-0.00741815,-0.0144526,-0.00639496,-0.0188012,-0.00856924,-0.0441252,-0.0108714,-0.000511597,-0.0194407,0.0488575,-0.00741815,-0.0144526,-0.00639496,-0.0188012,-0.00856924,-0.0441252,-0.0108714,-0.000511597,-0.0194407,0.0488575,-0.00741815,-0.0144526,-0.00639496,-0.0188012,-0.00856924,-0.0441252,-0.0108714,-0.000511597,-0.0194407,0.0488575,-0.00741815,-0.0144526,-0.00639496,-0.0188012,-0.00856924,-0.0441252,-0.0108714,-0.000511597,-0.0194407,0.0488575,-0.00741815,-0.0144526,-0.00639496,-0.0188012,-0.00856924,-0.0441252,-0.0108714,-0.000511597,-0.0194407,0.0488575,-0.0144526,-0.00639496,-0.0188012,-0.00856924,-0.0441252,-0.0108714,-0.000511597,-0.000511597,-0.0194407,0.0488575,-0.00741815,-0.0144526,-0.00639496,-0.0188012,-0.00741815,-0.0144526,-0.00639496,-0.0188012,-0.00856924,-0.0441252,-0.0108714,-0.000511597,-0.0194407,0.0488575,-0.0108714,-0.000511597,-0.0194407,0.0488575,-0.00741815,-0.0144526,-0.00639496,-0.0188012,-0.00856924,-0.0441252,-0.00639496,-0.0188012,-0.00856924,-0.0441252,-0.0108714,-0.000511597,-0.0194407,0.0488575,-0.00741815,-0.0144526,-0.00639496,-0.0188012,-0.0188012,-0.00856924,-0.0441252,-0.0108714
-0.00831345,-0.0144526,-0.00741815,-0.0191849,-0.00869714,-0.0478343,-0.0107435,-0.00102319,-0.0212313,0.0454042,-0.00831345,-0.0144526,-0.00741815,-0.0191849,-0.00869714,-0.0478343,-0.0107435,-0.00102319,-0.0212313,0.0454042,-0.00831345,-0.0144526,-0.00741815,-0.0191849,-0.00869714,-0.0478343,-0.0107435,-0.00102319,-0.0212313,0.0454042,-0.00831345,-0.0144526,-0.00741815,-0.0191849,-0.00869714,-0.0478343,-0.0107435,-0.00102319,-0.0212313,0.0454042,-0.00831345,-0.0144526,-0.00741815,-0.0191849,-0.00869714,-0.0478343,-0.0107435,-0.00102319,-0.0212313,0.0454042,-0.0144526,-0.00741815,-0.0191849,-0.00869714,-0.0478343,-0.0107435,-0.00102319,-0.00102319,-0.0212313,0.0454042,-0.00831345,-0.0144526,-0.00741815,-0.0191849,-0.00831345,-0.0144526,-0.00741815,-0.0191849,-0.00869714,-0.0478343,-0.0107435,-0.00102319,-0.0212313,0.0454042,-0.0107435,-0.00102319,-0.0212313,0.0454042,-0.00831345,-0.0144526,-0.00741815,-0.0191849,-0.00869714,-0.0478343,-0.00741815,-0.0191849,-0.00869714,-0.0478343,-0.0107435,-0.00102319,-0.0212313,0.0454042,-0.00831345,-0.0144526,-0.00741815,-0.0191849,-0.0191849,-0.00869714,-0.0478343,-0.0107435
-0.00844134,-0.012662,-0.00805765,-0.019057,-0.00805765,-0.04566,-0.0103598,-0.00115109,-0.0235334,0.0411835,-0.00844134,-0.012662,-0.00805765,-0.019057,-0.00805765,-0.04566,-0.0103598,-0.00115109,-0.0235334,0.0411835,-0.00844134,-0.012662,-0.00805765,-0.019057,-0.00805765,-0.04566,-0.0103598,-0.00115109,-0.0235334,0.0411835,-0.00844134,-0.012662,-0.00805765,-0.019057,-0.00805765,-0.04566,-0.0103598,-0.00115109,-0.0235334,0.0411835,-0.00844134,-0.012662,-0.00805765,-0.019057,-0.00805765,-0.04566,-0.0103598,-0.00115109,-0.0235334,0.0411835,-0.012662,-0.00805765,-0.019057,-0.00805765,-0.04566,-0.0103598,-0.00115109,-0.00115109,-0.0235334,0.0411835,-0.00844134,-0.012662,-0.00805765,-0.019057,-0.00844134,-0.012662,-0.00805765,-0.019057,-0.00805765,-0.04566,-0.0103598,-0.00115109,-0.0235334,0.0411835,-0.0103598,-0.00115109,-0.0235334,0.0411835,-0.00844134,-0.012662,-0.00805765,-0.019057,-0.00805765,-0.04566,-0.00805765,-0.019057,-0.00805765,-0.04566,-0.0103598,-0.00115109,-0.0235334,0.0411835,-0.00844134,-0.012662,-0.00805765,-0.019057,-0.019057,-0.00805765,-0.04566,-0.0103598
-0.00805765,-0.0107435,-0.00792975,-0.0182896,-0.00767395,-0.0441252,-0.0102319,-0.00217429,-0.025324,0.0361955,-0.00805765,-0.0107435,-0.00792975,-0.0182896,-0.00767395,-0.0441252,-0.0102319,-0.00217429,-0.025324,0.0361955,-0.00805765,-0.0107435,-0.00792975,-0.0182896,-0.00767395,-0.0441252,-0.0102319,-0.00217429,-0.025324,0.0361955,-0.00805765,-0.0107435,-0.00792975,-0.0182896,-0.00767395,-0.0441252,-0.0102319,-0.00217429,-0.025324,0.0361955,-0.00805765,-0.0107435,-0.00792975,-0.0182896,-0.00767395,-0.0441252,-0.0102319,-0.00217429,-0.025324,0.0361955,-0.0107435,-0.00792975,-0.0182896,-0.00767395,-0.0441252,-0.0102319,-0.00217429,-0.00217429,-0.025324,0.0361955,-0.00805765,-0.0107435,-0.00792975,-0.0182896,-0.00805765,-0.0107435,-0.00792975,-0.0182896,-0.00767395,-0.0441252,-0.0102319,-0.00217429,-0.025324,0.0361955,-0.0102319,-0.00217429,-0.025324,0.0361955,-0.00805765,-0.0107435,-0.00792975,-0.0182896,-0.00767395,-0.0441252,-0.00792975,-0.0182896,-0.00767395,-0.0441252,-0.0102319,-0.00217429,-0.025324,0.0361955,-0.00805765,-0.0107435,-0.00792975,-0.0182896,-0.0182896,-0.00767395,-0.0441252,-0.0102319
-0.00805765,-0.00908084,-0.00741815,-0.017778,-0.00908084,-0.0419509,-0.00997614,-0.00306958,-0.0263472,0.0305679,-0.00805765,-0.00908084,-0.00741815,-0.017778,-0.00908084,-0.0419509,-0.00997614,-0.00306958,-0.0263472,0.0305679,-0.00805765,-0.00908084,-0.00741815,-0.017778,-0.00908084,-0.0419509,-0.00997614,-0.00306958,-0.0263472,0.0305679,-0.00805765,-0.00908084,-0.00741815,-0.017778,-0.00908084,-0.0419509,-0.00997614,-0.00306958,-0.0263472,0.0305679,-0.00805765,-0.00908084,-0.00741815,-0.017778,-0.00908084,-0.0419509,-0.00997614,-0.00306958,-0.0263472,0.0305679,-0.00908084,-0.00741815,-0.017778,-0.00908084,-0.0419509,-0.00997614,-0.00306958,-0.00306958,-0.0263472,0.0305679,-0.00805765,-0.00908084,-0.00741815,-0.017778,-0.00805765,-0.00908084,-0.00741815,-0.017778,-0.00908084,-0.0419509,-0.00997614,-0.00306958,-0.0263472,0.0305679,-0.00997614,-0.00306958,-0.0263472,0.0305679,-0.00805765,-0.00908084,-0.00741815,-0.017778,-0.00908084,-0.0419509,-0.00741815,-0.017778,-0.00908084,-0.0419509,-0.00997614,-0.00306958,-0.0263472,0.0305679,-0.00805765,-0.00908084,-0.00741815,-0.017778,-0.017778,-0.00908084,-0.0419509,-0.00997614
